time,momentary,short_term
773.2,-44.4,-34.2
773.3,-51.8,-34.2
773.4,-51.9,-34.2
773.5,-52.2,-34.3
773.6,-38.3,-34.6
773.7,-35.9,-34.7
773.8,-31.0,-34.1
773.9,-29.1,-33.9
774.0,-28.4,-33.5
774.1,-28.7,-33.5
774.2,-31.0,-33.8
774.3,-34.2,-33.9
774.4,-46.2,-34.0
774.5,-50.1,-34.1
774.6,-47.0,-34.5
774.7,-36.4,-34.3
774.8,-33.7,-34.6
774.9,-32.6,-34.7
775.0,-32.6,-34.8
775.1,-34.4,-34.9
775.2,-35.4,-34.6
775.3,-37.1,-34.7
775.4,-36.6,-34.7
775.5,-37.2,-34.7
775.6,-41.6,-34.8
775.7,-30.7,-33.6
775.8,-30.6,-33.6
775.9,-30.6,-33.6
776.0,-30.6,-33.6
776.1,-42.1,-33.6
776.2,-51.5,-33.6
776.3,-51.8,-33.6
776.4,-51.9,-33.6
776.5,-51.4,-33.6
776.6,-44.2,-33.8
776.7,-35.9,-33.6
776.8,-33.8,-34.1
776.9,-29.0,-33.6
777.0,-27.7,-33.4
777.1,-27.6,-33.1
777.2,-26.4,-32.4
777.3,-26.2,-31.5
777.4,-26.7,-31.3
777.5,-27.1,-31.3
777.6,-28.7,-31.2
777.7,-31.1,-31.1
777.8,-32.6,-31.2
777.9,-33.3,-31.3
778.0,-33.7,-31.3
778.1,-37.2,-31.2
778.2,-37.2,-31.3
778.3,-37.2,-31.3
778.4,-39.1,-31.4
778.5,-47.5,-31.3
778.6,-38.8,-31.3
778.7,-37.3,-31.9
778.8,-34.4,-31.8
778.9,-34.0,-31.7
779.0,-35.1,-31.7
779.1,-35.5,-31.7
779.2,-35.5,-31.5
779.3,-36.0,-31.5
779.4,-36.5,-31.5
779.5,-37.1,-31.5
779.6,-46.9,-31.6
779.7,-53.0,-31.7
779.8,-50.6,-31.9
779.9,-33.3,-32.2
780.0,-32.0,-32.6
780.1,-31.6,-32.8
780.2,-31.4,-33.5
780.3,-34.8,-34.9
780.4,-36.1,-35.2
780.5,-35.7,-35.2
780.6,-35.9,-35.3
780.7,-36.2,-36.0
780.8,-37.8,-36.0
780.9,-40.4,-36.0
781.0,-41.4,-36.1
781.1,-42.8,-36.3
781.2,-43.6,-36.3
781.3,-43.0,-36.3
781.4,-45.1,-36.3
781.5,-46.7,-36.3
781.6,-46.8,-36.6
781.7,-49.8,-36.7
781.8,-49.8,-37.3
781.9,-52.7,-37.4
782.0,-52.9,-37.5
782.1,-44.0,-37.5
782.2,-40.5,-37.9
782.3,-35.0,-37.2
782.4,-33.1,-36.7
782.5,-32.5,-36.4
782.6,-32.3,-36.2
782.7,-33.7,-36.1
782.8,-35.6,-36.0
782.9,-36.4,-37.1
783.0,-37.2,-37.4
783.1,-38.6,-37.6
783.2,-39.4,-37.8
783.3,-42.6,-38.0
783.4,-49.8,-38.3
783.5,-50.9,-38.6
783.6,-50.4,-38.7
783.7,-50.3,-38.9
783.8,-50.4,-38.9
783.9,-51.0,-38.9
784.0,-51.3,-39.0
784.1,-51.2,-39.1
784.2,-50.9,-39.1
784.3,-50.7,-39.1
784.4,-51.0,-39.1
784.5,-51.3,-39.2
784.6,-51.9,-39.2
784.7,-52.6,-39.2
784.8,-52.8,-39.2
784.9,-53.1,-39.2
785.0,-52.7,-39.2
785.1,-52.7,-39.3
785.2,-52.9,-39.6
785.3,-53.0,-41.0
785.4,-53.8,-42.4
785.5,-54.1,-43.7
785.6,-54.3,-45.0
785.7,-54.6,-46.2
785.8,-54.7,-46.8
785.9,-54.7,-49.0
786.0,-54.9,-51.9
786.1,-55.3,-52.3
786.2,-55.4,-52.4
786.3,-55.5,-52.5
786.4,-55.0,-52.6
786.5,-54.4,-52.8
786.6,-54.0,-52.9
786.7,-53.5,-53.0
786.8,-53.6,-53.1
786.9,-53.5,-53.2
787.0,-53.5,-53.3
787.1,-53.7,-53.4
787.2,-53.5,-53.6
787.3,-53.6,-53.7
787.4,-53.9,-53.8
787.5,-54.0,-53.9
787.6,-54.7,-54.0
787.7,-48.9,-52.8
787.8,-35.8,-44.2
787.9,-33.8,-42.3
788.0,-33.7,-42.2
788.1,-30.5,-39.1
788.2,-29.1,-37.0
788.3,-28.1,-35.7
788.4,-27.2,-35.0
788.5,-28.2,-34.9
788.6,-30.3,-34.9
788.7,-33.5,-34.9
788.8,-40.2,-34.9
788.9,-46.0,-34.9
789.0,-47.0,-34.8
789.1,-39.9,-34.7
789.2,-39.4,-34.7
789.3,-39.6,-34.7
789.4,-37.8,-34.6
789.5,-37.6,-34.4
789.6,-36.6,-34.3
789.7,-35.6,-34.2
789.8,-35.8,-34.2
789.9,-37.0,-34.1
790.0,-36.1,-34.0
790.1,-33.5,-33.6
790.2,-32.2,-33.3
790.3,-31.9,-33.3
790.4,-31.6,-33.1
790.5,-33.3,-33.0
790.6,-35.8,-33.0
790.7,-37.3,-33.0
790.8,-41.8,-33.3
790.9,-34.2,-33.1
791.0,-33.1,-33.0
791.1,-32.5,-33.5
791.2,-32.3,-34.2
791.3,-33.8,-34.7
791.4,-34.3,-35.2
791.5,-34.4,-35.3
791.6,-34.8,-35.2
791.7,-36.7,-35.1
791.8,-37.7,-35.1
791.9,-39.0,-35.1
792.0,-40.1,-35.0
792.1,-40.2,-35.1
792.2,-39.6,-35.1
792.3,-37.9,-35.0
792.4,-37.2,-35.0
792.5,-37.6,-35.1
792.6,-38.3,-35.2
792.7,-38.9,-35.2
792.8,-38.9,-35.2
792.9,-39.5,-35.3
793.0,-39.9,-35.5
793.1,-42.3,-36.1
793.2,-49.0,-36.6
793.3,-50.7,-36.8
793.4,-45.4,-37.2
793.5,-42.8,-37.1
793.6,-40.6,-37.0
793.7,-38.7,-36.9
793.8,-39.0,-37.0
793.9,-38.6,-37.9
794.0,-38.2,-38.2
794.1,-38.6,-38.3
794.2,-38.9,-38.6
794.3,-40.2,-39.3
794.4,-40.5,-39.4
794.5,-35.3,-38.6
794.6,-34.3,-38.4
794.7,-34.3,-38.6
794.8,-34.8,-38.7
794.9,-40.5,-38.7
795.0,-54.7,-38.8
795.1,-58.6,-39.0
795.2,-59.4,-39.2
795.3,-59.5,-39.5
795.4,-59.6,-39.7
795.5,-59.5,-39.9
795.6,-58.7,-39.9
795.7,-58.0,-40.2
795.8,-50.9,-40.4
795.9,-44.5,-40.3
796.0,-43.1,-40.2
796.1,-37.3,-39.5
796.2,-36.8,-39.3
796.3,-36.8,-39.2
796.4,-37.0,-39.3
796.5,-41.6,-39.4
796.6,-43.7,-39.6
796.7,-48.2,-39.8
796.8,-50.7,-39.9
796.9,-53.2,-40.1
797.0,-38.0,-39.5
797.1,-34.4,-38.7
797.2,-29.7,-36.4
797.3,-28.9,-35.9
797.4,-28.6,-35.5
797.5,-28.9,-35.8
797.6,-32.1,-35.9
797.7,-32.6,-35.5
797.8,-33.5,-35.2
797.9,-33.7,-35.1
798.0,-33.6,-35.0
798.1,-34.5,-34.8
798.2,-36.2,-34.8
798.3,-37.0,-34.7
798.4,-36.9,-34.6
798.5,-38.2,-34.6
798.6,-37.9,-34.5
798.7,-37.7,-34.4
798.8,-39.1,-34.5
798.9,-40.1,-34.5
799.0,-42.3,-34.5
799.1,-48.4,-34.7
799.2,-45.7,-34.8
799.3,-47.2,-34.8
799.4,-48.2,-34.8
799.5,-48.2,-34.8
799.6,-60.9,-34.8
799.7,-59.8,-34.8
799.8,-59.1,-34.8
799.9,-58.8,-34.8
800.0,-58.8,-35.1
800.1,-59.1,-35.5
800.2,-59.6,-37.3
800.3,-59.7,-38.1
800.4,-59.9,-39.1
800.5,-59.7,-39.6
800.6,-59.5,-39.7
800.7,-53.9,-40.8
800.8,-41.6,-41.4
800.9,-40.3,-41.8
801.0,-37.9,-41.6
801.1,-36.7,-41.9
801.2,-35.3,-40.9
801.3,-34.4,-40.6
801.4,-34.5,-40.5
801.5,-34.6,-40.4
801.6,-36.9,-40.6
801.7,-39.4,-40.9
801.8,-42.3,-40.9
801.9,-38.4,-40.1
802.0,-33.6,-38.6
802.1,-33.3,-38.5
802.2,-33.0,-38.4
802.3,-32.5,-37.7
802.4,-35.2,-37.6
802.5,-32.2,-36.6
802.6,-31.9,-36.4
802.7,-33.4,-36.3
802.8,-33.6,-36.3
802.9,-38.8,-36.3
803.0,-43.1,-36.3
803.1,-43.3,-36.2
803.2,-41.3,-36.1
803.3,-38.5,-35.9
803.4,-38.3,-35.9
803.5,-38.6,-35.9
803.6,-39.8,-35.9
803.7,-40.7,-35.8
803.8,-32.8,-35.0
803.9,-27.6,-33.2
804.0,-26.9,-32.9
804.1,-26.6,-32.8
804.2,-26.7,-32.5
804.3,-28.6,-32.1
804.4,-27.1,-31.4
804.5,-26.5,-31.1
804.6,-26.0,-30.6
804.7,-26.5,-30.5
804.8,-28.2,-30.4
804.9,-29.7,-30.4
805.0,-31.4,-30.4
805.1,-32.3,-30.4
805.2,-31.6,-30.3
805.3,-31.6,-30.4
805.4,-33.9,-30.4
805.5,-34.2,-30.5
805.6,-36.9,-30.6
805.7,-35.3,-30.5
805.8,-31.7,-30.2
805.9,-31.0,-30.1
806.0,-31.1,-30.1
806.1,-31.8,-30.1
806.2,-32.9,-30.0
806.3,-32.3,-29.9
806.4,-32.5,-29.9
806.5,-32.3,-29.8
806.6,-34.5,-29.8
806.7,-39.1,-29.9
806.8,-40.4,-30.1
806.9,-45.8,-30.9
807.0,-50.6,-31.1
807.1,-57.0,-31.3
807.2,-60.3,-31.6
807.3,-60.6,-32.0
807.4,-61.3,-32.9
807.5,-61.9,-33.5
807.6,-61.7,-34.5
807.7,-61.3,-34.8
807.8,-60.7,-35.1
807.9,-60.1,-35.2
808.0,-60.3,-35.8
808.1,-60.7,-36.0
808.2,-61.4,-36.6
808.3,-62.3,-36.8
808.4,-61.9,-36.8
808.5,-57.4,-37.0
808.6,-37.8,-36.7
808.7,-34.9,-36.7
808.8,-34.7,-37.9
808.9,-34.7,-38.5
809.0,-36.7,-38.6
809.1,-42.3,-38.7
809.2,-44.2,-40.0
809.3,-35.6,-40.1
809.4,-32.9,-38.8
809.5,-31.7,-38.4
809.6,-31.5,-38.4
809.7,-32.8,-38.2
809.8,-35.2,-38.0
809.9,-37.0,-37.8
810.0,-37.2,-37.7
810.1,-34.9,-37.1
810.2,-33.0,-36.4
810.3,-32.6,-36.2
810.4,-31.9,-35.9
810.5,-32.9,-35.8
810.6,-34.6,-35.6
810.7,-34.6,-35.4
810.8,-33.8,-35.1
810.9,-32.8,-34.8
811.0,-32.4,-34.6
811.1,-32.7,-34.5
811.2,-34.3,-34.4
811.3,-36.6,-34.4
811.4,-38.2,-34.3
811.5,-39.1,-34.3
811.6,-39.5,-34.5
811.7,-40.5,-34.8
811.8,-43.2,-34.8
811.9,-48.0,-34.8
812.0,-42.6,-34.8
812.1,-38.0,-34.6
812.2,-36.7,-34.5
812.3,-36.0,-34.8
812.4,-35.3,-35.2
812.5,-37.0,-35.5
812.6,-38.5,-35.6
812.7,-40.1,-35.7
812.8,-49.8,-35.8
812.9,-57.6,-35.9
813.0,-37.8,-35.6
813.1,-31.3,-34.9
813.2,-30.1,-34.9
813.3,-30.0,-35.0
813.4,-30.4,-35.1
813.5,-34.7,-35.2
813.6,-39.2,-35.3
813.7,-40.3,-35.5
813.8,-47.1,-35.9
813.9,-45.0,-36.2
814.0,-45.8,-36.5
814.1,-43.6,-36.6
814.2,-43.2,-36.6
814.3,-44.3,-36.7
814.4,-45.4,-36.8
814.5,-37.0,-36.4
814.6,-35.4,-36.2
814.7,-34.2,-36.0
814.8,-33.3,-35.8
814.9,-34.9,-35.7
815.0,-36.4,-35.8
815.1,-37.7,-36.0
815.2,-41.1,-36.1
815.3,-44.0,-36.2
815.4,-44.2,-36.4
815.5,-52.6,-36.4
815.6,-52.9,-36.4
815.7,-35.3,-35.7
815.8,-34.2,-35.6
815.9,-33.6,-35.4
816.0,-33.2,-35.7
816.1,-35.2,-36.8
816.2,-35.1,-37.2
816.3,-35.2,-37.2
816.4,-35.7,-37.4
816.5,-35.0,-36.9
816.6,-35.5,-36.8
816.7,-35.8,-36.7
816.8,-33.7,-36.2
816.9,-34.8,-36.1
817.0,-35.3,-36.1
817.1,-35.4,-36.1
817.2,-38.0,-36.0
817.3,-40.2,-36.0
817.4,-40.7,-36.0
817.5,-41.9,-36.4
817.6,-41.7,-36.5
817.7,-39.3,-36.6
817.8,-37.2,-36.7
817.9,-32.6,-35.9
818.0,-29.2,-34.5
818.1,-29.4,-34.6
818.2,-29.6,-34.6
818.3,-31.4,-34.6
818.4,-46.4,-34.6
818.5,-40.7,-34.4
818.6,-40.8,-34.4
818.7,-40.7,-34.9
818.8,-40.7,-35.1
818.9,-43.7,-35.1
819.0,-35.4,-34.8
819.1,-33.8,-34.7
819.2,-33.6,-34.8
819.3,-33.8,-34.9
819.4,-37.5,-34.9
819.5,-42.7,-35.2
819.6,-45.2,-35.3
819.7,-44.8,-35.3
819.8,-43.0,-35.7
819.9,-42.4,-35.8
820.0,-40.3,-35.7
820.1,-37.8,-35.6
820.2,-37.3,-35.6
820.3,-37.0,-35.6
820.4,-37.8,-35.5
820.5,-40.3,-35.5
820.6,-40.1,-35.5
820.7,-40.8,-35.6
820.8,-39.7,-35.7
820.9,-39.5,-36.5
821.0,-40.6,-38.8
821.1,-40.3,-38.8
821.2,-41.3,-38.7
821.3,-41.2,-38.7
821.4,-40.8,-38.6
821.5,-39.7,-38.7
821.6,-39.3,-38.6
821.7,-38.8,-38.5
821.8,-36.6,-38.1
821.9,-36.5,-38.0
822.0,-36.2,-38.8
822.1,-36.1,-39.2
822.2,-37.9,-39.2
822.3,-38.6,-39.1
822.4,-39.6,-39.1
822.5,-40.5,-39.1
822.6,-40.0,-38.9
822.7,-39.6,-38.8
822.8,-34.2,-37.8
822.9,-33.7,-37.6
823.0,-33.9,-37.7
823.1,-34.2,-37.9
823.2,-39.7,-38.1
823.3,-42.9,-38.1
823.4,-43.2,-38.1
823.5,-43.5,-38.1
823.6,-43.5,-38.3
823.7,-42.3,-38.2
823.8,-40.6,-38.2
823.9,-39.7,-38.1
824.0,-38.9,-38.1
824.1,-38.2,-38.0
824.2,-38.7,-38.0
824.3,-38.5,-37.9
824.4,-37.0,-37.7
824.5,-37.1,-37.7
824.6,-36.9,-37.7
824.7,-37.4,-37.7
824.8,-39.9,-38.1
824.9,-40.4,-38.2
825.0,-41.2,-38.3
825.1,-40.8,-38.3
825.2,-35.3,-37.6
825.3,-33.7,-37.2
825.4,-33.0,-36.9
825.5,-33.0,-37.0
825.6,-35.4,-37.0
825.7,-38.8,-37.1
825.8,-37.1,-37.5
825.9,-37.1,-37.7
826.0,-37.3,-37.7
826.1,-37.3,-37.7
826.2,-44.1,-37.7
826.3,-44.7,-37.8
826.4,-44.5,-37.8
826.5,-44.2,-37.8
826.6,-41.5,-37.7
826.7,-41.1,-37.7
826.8,-38.7,-37.6
826.9,-38.3,-37.6
827.0,-37.3,-37.5
827.1,-34.8,-37.1
827.2,-33.9,-36.8
827.3,-33.3,-36.6
827.4,-31.1,-35.9
827.5,-31.2,-35.7
827.6,-31.9,-35.7
827.7,-31.9,-35.6
827.8,-35.4,-35.5
827.9,-37.7,-35.6
828.0,-38.3,-35.6
828.1,-40.7,-35.6
828.2,-39.9,-35.9
828.3,-38.4,-36.2
828.4,-37.5,-36.3
828.5,-36.1,-36.1
828.6,-35.3,-35.9
828.7,-35.2,-35.8
828.8,-35.2,-36.0
828.9,-36.0,-36.0
829.0,-37.5,-35.9
829.1,-38.0,-35.9
829.2,-35.8,-35.5
829.3,-35.7,-35.5
829.4,-36.0,-35.5
829.5,-36.5,-35.5
829.6,-40.7,-35.5
829.7,-43.4,-35.5
829.8,-43.6,-35.7
829.9,-44.2,-35.7
830.0,-43.5,-35.8
830.1,-42.7,-36.1
830.2,-39.6,-36.3
830.3,-39.0,-36.5
830.4,-39.2,-37.6
830.5,-39.5,-38.0
830.6,-41.7,-38.1
830.7,-41.2,-38.3
830.8,-41.2,-38.4
830.9,-41.0,-38.4
831.0,-38.6,-38.1
831.1,-38.2,-38.0
831.2,-38.2,-38.2
831.3,-38.4,-38.4
831.4,-41.0,-38.5
831.5,-43.2,-38.8
831.6,-37.7,-38.7
831.7,-35.5,-38.4
831.8,-34.7,-38.3
831.9,-34.0,-38.2
832.0,-35.3,-38.2
832.1,-36.7,-38.2
832.2,-37.3,-38.7
832.3,-37.9,-38.6
832.4,-36.8,-38.4
832.5,-37.1,-38.3
832.6,-37.5,-38.3
832.7,-37.8,-38.2
832.8,-37.9,-37.9
832.9,-38.0,-37.9
833.0,-37.4,-37.8
833.1,-38.1,-37.8
833.2,-37.4,-37.7
833.3,-37.6,-37.7
833.4,-38.6,-37.7
833.5,-38.7,-37.7
833.6,-42.7,-37.7
833.7,-43.7,-37.8
833.8,-43.8,-37.8
833.9,-43.8,-37.8
834.0,-43.7,-38.1
834.1,-43.7,-38.2
834.2,-43.7,-38.2
834.3,-43.7,-38.2
834.4,-44.0,-38.2
834.5,-44.1,-38.2
834.6,-44.2,-38.7
834.7,-44.4,-39.3
834.8,-44.4,-39.6
834.9,-44.5,-39.9
835.0,-44.6,-40.0
835.1,-44.6,-40.3
835.2,-44.5,-40.5
835.3,-44.5,-40.8
835.4,-42.8,-41.1
835.5,-40.8,-41.0
835.6,-39.9,-41.0
835.7,-35.7,-40.1
835.8,-31.5,-38.2
835.9,-30.8,-37.7
836.0,-30.2,-37.4
836.1,-30.5,-37.1
836.2,-33.2,-37.2
836.3,-34.7,-37.2
836.4,-35.9,-37.0
836.5,-34.7,-36.5
836.6,-33.4,-36.1
836.7,-33.0,-35.9
836.8,-33.3,-35.9
836.9,-35.6,-35.9
837.0,-38.5,-35.9
837.1,-36.1,-35.5
837.2,-33.1,-35.0
837.3,-29.9,-34.1
837.4,-28.9,-33.7
837.5,-28.6,-33.4
837.6,-29.1,-33.3
837.7,-30.6,-33.0
837.8,-32.0,-33.0
837.9,-34.0,-32.9
838.0,-33.3,-32.8
838.1,-34.4,-32.7
838.2,-34.8,-32.7
838.3,-34.7,-32.6
838.4,-36.9,-32.6
838.5,-36.1,-32.5
838.6,-35.7,-32.5
838.7,-36.3,-32.6
838.8,-36.5,-33.1
838.9,-39.4,-33.3
839.0,-41.1,-33.5
839.1,-41.3,-33.6
839.2,-41.1,-33.7
839.3,-38.5,-33.6
839.4,-35.5,-33.5
839.5,-34.7,-33.6
839.6,-34.0,-33.7
839.7,-33.0,-33.6
839.8,-31.9,-33.2
839.9,-28.7,-32.4
840.0,-26.1,-31.3
840.1,-24.7,-30.7
840.2,-24.8,-30.7
840.3,-26.0,-31.1
840.4,-28.6,-31.3
840.5,-34.4,-31.4
840.6,-37.4,-31.5
840.7,-37.5,-31.6
840.8,-35.5,-31.5
840.9,-30.3,-31.0
841.0,-29.8,-31.0
841.1,-29.7,-31.0
841.2,-29.9,-31.0
841.3,-34.3,-31.0
841.4,-35.7,-31.0
841.5,-36.0,-31.0
841.6,-36.4,-31.0
841.7,-36.2,-31.0
841.8,-35.9,-31.0
841.9,-34.5,-30.9
842.0,-34.3,-30.8
842.1,-34.1,-30.8
842.2,-33.9,-30.7
842.3,-34.9,-30.7
842.4,-34.7,-30.8
842.5,-34.6,-30.8
842.6,-34.0,-30.7
842.7,-33.7,-30.8
842.8,-33.2,-30.9
842.9,-33.1,-31.4
843.0,-33.2,-32.4
843.1,-33.2,-33.5
843.2,-33.1,-33.6
843.3,-32.9,-33.5
843.4,-32.8,-33.4
843.5,-32.6,-33.2
843.6,-32.7,-33.1
843.7,-32.6,-33.0
843.8,-32.3,-33.0
843.9,-31.5,-33.5
844.0,-28.6,-32.8
844.1,-28.4,-32.6
844.2,-28.3,-32.5
844.3,-28.6,-32.4
844.4,-31.0,-32.2
844.5,-31.1,-32.1
844.6,-31.0,-31.9
844.7,-30.7,-31.8
844.8,-30.6,-31.7
844.9,-30.5,-31.6
845.0,-30.2,-31.5
845.1,-30.1,-31.3
845.2,-29.9,-31.2
845.3,-29.6,-31.0
845.4,-29.5,-30.9
845.5,-29.3,-30.7
845.6,-29.2,-30.6
845.7,-29.0,-30.4
845.8,-28.9,-30.3
845.9,-28.8,-30.2
846.0,-28.7,-30.0
846.1,-28.6,-29.9
846.2,-28.6,-29.8
846.3,-28.6,-29.7
846.4,-28.7,-29.6
846.5,-28.6,-29.4
846.6,-28.5,-29.3
846.7,-28.5,-29.2
846.8,-28.6,-29.2
846.9,-28.7,-29.1
847.0,-28.5,-29.3
847.1,-28.6,-29.3
847.2,-28.5,-29.2
847.3,-28.5,-29.1
847.4,-28.6,-29.0
847.5,-28.4,-29.0
847.6,-28.3,-28.9
847.7,-28.3,-28.8
847.8,-28.3,-28.8
847.9,-28.3,-28.7
848.0,-28.3,-28.6
848.1,-28.3,-28.6
848.2,-28.4,-28.6
848.3,-28.7,-28.6
848.4,-28.8,-28.6
848.5,-29.0,-28.6
848.6,-29.0,-28.6
848.7,-28.9,-28.6
848.8,-27.9,-28.4
848.9,-27.4,-28.4
849.0,-27.4,-28.4
849.1,-26.9,-28.3
849.2,-27.6,-28.3
849.3,-26.4,-28.0
849.4,-26.2,-28.0
849.5,-26.7,-28.0
849.6,-26.8,-28.0
849.7,-29.0,-28.1
849.8,-29.6,-28.1
849.9,-30.1,-28.2
850.0,-30.3,-28.2
850.1,-30.7,-28.3
850.2,-31.1,-28.4
850.3,-31.4,-28.4
850.4,-32.2,-28.5
850.5,-32.4,-28.6
850.6,-30.8,-28.6
850.7,-30.8,-28.7
850.8,-30.9,-28.8
850.9,-31.0,-28.9
851.0,-32.6,-29.0
851.1,-31.5,-29.1
851.2,-30.3,-29.0
851.3,-29.9,-29.1
851.4,-30.3,-29.2
851.5,-31.6,-29.3
851.6,-33.9,-29.5
851.7,-35.8,-29.6
851.8,-36.3,-29.9
851.9,-36.7,-30.2
852.0,-37.2,-30.4
852.1,-37.7,-30.7
852.2,-38.1,-30.9
852.3,-38.6,-31.8
852.4,-38.9,-32.1
852.5,-39.1,-32.4
852.6,-39.2,-32.7
852.7,-39.3,-32.9
852.8,-39.3,-33.1
852.9,-38.8,-33.3
853.0,-34.8,-33.3
853.1,-31.9,-33.1
853.2,-31.0,-33.1
853.3,-30.3,-33.1
853.4,-31.1,-33.1
853.5,-33.3,-33.3
853.6,-35.1,-33.8
853.7,-38.4,-33.9
853.8,-40.6,-34.1
853.9,-41.0,-34.3
854.0,-41.0,-34.5
854.1,-41.6,-35.0
854.2,-41.6,-35.6
854.3,-41.8,-36.0
854.4,-42.3,-36.2
854.5,-42.3,-36.3
854.6,-42.5,-36.4
854.7,-42.2,-36.5
854.8,-42.3,-36.6
854.9,-42.5,-36.7
855.0,-42.1,-36.8
855.1,-37.4,-36.5
855.2,-34.9,-36.2
855.3,-30.8,-35.2
855.4,-30.1,-34.9
855.5,-29.6,-34.5
855.6,-29.7,-34.3
855.7,-31.9,-34.2
855.8,-32.8,-34.2
855.9,-35.1,-34.3
856.0,-37.2,-34.6
856.1,-39.5,-35.2
856.2,-41.2,-35.5
856.3,-42.2,-35.9
856.4,-43.3,-36.0
856.5,-43.8,-36.0
856.6,-44.1,-36.1
856.7,-44.3,-36.1
856.8,-44.5,-36.1
856.9,-44.6,-36.1
857.0,-44.9,-36.2
857.1,-45.0,-36.2
857.2,-45.4,-36.2
857.3,-45.7,-36.2
857.4,-45.9,-36.3
857.5,-46.1,-36.3
857.6,-46.1,-36.3
857.7,-46.1,-36.3
857.8,-46.2,-36.3
857.9,-46.3,-36.4
858.0,-46.2,-36.4
858.1,-45.9,-36.7
858.2,-45.9,-37.2
858.3,-45.6,-39.1
858.4,-45.4,-39.9
858.5,-45.4,-41.5
858.6,-45.4,-42.8
858.7,-45.3,-43.8
858.8,-44.5,-44.4
858.9,-44.5,-44.7
859.0,-42.7,-44.7
859.1,-42.8,-44.8
859.2,-43.5,-44.9
859.3,-43.6,-45.0
859.4,-46.2,-45.1
859.5,-47.0,-45.2
859.6,-47.1,-45.3
859.7,-47.3,-45.3
859.8,-47.6,-45.4
859.9,-47.4,-45.5
860.0,-47.4,-45.6
860.1,-47.6,-45.6
860.2,-47.4,-45.6
860.3,-46.9,-45.6
860.4,-47.0,-45.7
860.5,-47.0,-45.7
860.6,-47.1,-45.8
860.7,-47.6,-45.8
860.8,-47.6,-45.8
860.9,-47.6,-45.9
861.0,-47.6,-45.9
861.1,-47.6,-46.0
861.2,-47.9,-46.0
861.3,-48.1,-46.1
861.4,-48.6,-46.3
861.5,-49.0,-46.4
861.6,-33.8,-41.2
861.7,-32.7,-40.4
861.8,-31.7,-39.6
861.9,-30.9,-39.0
862.0,-31.7,-38.0
862.1,-27.7,-35.0
862.2,-28.0,-35.0
862.3,-28.2,-34.9
862.4,-29.0,-34.9
862.5,-38.8,-34.8
862.6,-35.5,-34.5
862.7,-33.3,-34.2
862.8,-33.0,-34.1
862.9,-33.1,-34.1
863.0,-34.5,-34.0
863.1,-34.4,-33.7
863.2,-34.0,-33.6
863.3,-33.6,-33.5
863.4,-34.0,-33.5
863.5,-37.5,-33.5
863.6,-41.2,-33.5
863.7,-46.1,-33.5
863.8,-46.4,-33.5
863.9,-48.8,-33.5
864.0,-50.6,-33.5
864.1,-50.6,-33.5
864.2,-50.5,-33.5
864.3,-50.2,-33.5
864.4,-50.1,-33.5
864.5,-50.1,-33.5
864.6,-49.9,-34.1
864.7,-50.1,-34.2
864.8,-50.1,-34.5
864.9,-50.1,-34.7
865.0,-50.1,-35.2
865.1,-50.0,-38.3
865.2,-49.9,-38.4
865.3,-49.9,-38.5
865.4,-50.0,-38.7
865.5,-49.9,-38.8
865.6,-35.9,-38.5
865.7,-33.4,-38.6
865.8,-30.3,-37.1
865.9,-29.8,-36.8
866.0,-28.0,-35.2
866.1,-27.6,-34.9
866.2,-28.3,-34.7
866.3,-28.4,-34.6
866.4,-31.5,-34.6
866.5,-33.9,-34.5
866.6,-31.7,-33.8
866.7,-30.1,-33.3
866.8,-29.6,-33.1
866.9,-29.7,-33.1
867.0,-31.9,-33.0
867.1,-33.7,-32.8
867.2,-34.6,-32.7
867.3,-34.1,-32.7
867.4,-34.9,-32.6
867.5,-34.6,-32.4
867.6,-31.8,-32.1
867.7,-31.7,-32.0
867.8,-31.2,-31.9
867.9,-30.8,-31.7
868.0,-29.9,-31.2
868.1,-29.9,-31.2
868.2,-30.1,-31.1
868.3,-30.0,-30.9
868.4,-30.8,-30.6
868.5,-27.4,-30.0
868.6,-26.9,-30.0
868.7,-27.5,-30.1
868.8,-27.7,-30.1
868.9,-30.1,-30.0
869.0,-30.1,-30.3
869.1,-29.3,-30.4
869.2,-29.8,-30.4
869.3,-30.4,-30.3
869.4,-31.3,-30.3
869.5,-31.7,-30.2
869.6,-30.4,-30.3
869.7,-31.0,-30.5
869.8,-31.0,-30.5
869.9,-31.4,-30.4
870.0,-34.8,-30.5
870.1,-33.3,-30.4
870.2,-33.8,-30.4
870.3,-34.2,-30.5
870.4,-33.9,-30.4
870.5,-36.1,-30.5
870.6,-32.5,-30.5
870.7,-32.5,-30.5
870.8,-32.9,-30.6
870.9,-32.8,-30.7
871.0,-37.5,-31.1
871.1,-36.2,-31.1
871.2,-36.2,-31.1
871.3,-37.0,-31.3
871.4,-33.4,-31.4
871.5,-31.2,-31.9
871.6,-29.2,-31.8
871.7,-29.0,-31.7
871.8,-29.9,-32.0
871.9,-31.7,-32.2
872.0,-35.6,-32.4
872.1,-37.3,-32.6
872.2,-38.2,-32.8
872.3,-35.7,-32.9
872.4,-31.0,-32.4
872.5,-30.4,-32.4
872.6,-30.1,-32.8
872.7,-29.5,-32.5
872.8,-31.9,-32.5
872.9,-31.9,-32.5
873.0,-32.1,-32.5
