second,rms_db,center_db,noncenter_db,barrage,drum,harsh,burden,center_adv,lufs,level_db,audible,dialogue_proxy,sub_coverage,dialogue_sub,rel_db,occupied,in_block,recovery_debt,omega,omega_resid
1153,-25.688901341891714,-16.83594995247178,-29.134587560805517,-0.21288417369783,0.020268841142755973,-0.2520220088189517,0.3040353049955339,12.298637608333738,-19.111696985205043,-19.111696985205043,True,True,0.0,False,15.442327307453915,True,False,137.78198905428417,1,1
1154,-28.951235736004897,-21.171091262414166,-30.84797072096835,-0.30527820631628677,-0.019536316415971984,-0.3010433860558572,0.29953373842775394,9.676879458554183,-19.389417854707133,-19.389417854707133,True,True,0.0,False,15.164606437951825,True,False,142.94659549223599,1,1
1155,-26.00465588189629,-16.68081995803488,-30.552409701804578,-0.2642203834791534,0.14450732597102775,-0.2608571583776307,0.31251516722769945,13.871589743769697,-19.574154224863346,-19.574154224863346,True,True,0.0,False,14.979870067795613,True,False,147.9264655600316,1,1
1156,-23.01153551661357,-13.237015393514266,-28.35458288646198,-0.19956271636995987,0.2180470885306229,-0.315122183874279,0.314177949767138,15.117567492947714,-18.07724742837714,-18.07724742837714,True,True,0.0,False,16.476776864281817,True,False,154.40324242431342,1,1
1157,-21.438387003823472,-14.378108069553495,-22.213812099784644,-0.14047235704681635,0.3054705982694959,-0.4228280517256805,0.3217107833449992,7.835704030231149,-17.846021307914462,-17.846021307914462,True,True,0.0,False,16.708002984744496,True,False,161.11124540905791,1,1
1158,-26.909117912035953,-38.490874192261934,-25.398150783047612,-0.22017126234909135,0.031985643200271585,-0.3688126082564316,0.3062079928856981,-13.092723409214322,-19.14110652092694,-19.14110652092694,True,False,0.0,False,15.412917771732019,True,False,166.52416318078994,1,1
1159,-29.88669862560577,-41.87029998266694,-28.439594948370335,-0.21813201354999445,-0.123420843781782,-0.3893855903349434,0.2861384438089658,-13.430705034296608,-20.587187782541093,-20.587187782541093,True,False,0.0,False,13.966836510117865,True,False,170.4909996909078,1,1
1160,-31.151016961964203,-43.525761908107114,-29.584392884181426,-0.18894783167261645,-0.16511156469055907,-0.3050816881970005,0.2804636369203245,-13.941369023925688,-20.79378474443686,-20.79378474443686,True,False,0.0,False,13.7602395482221,True,False,174.25123923912992,1,1
1161,-30.97257862559877,-44.16551310017567,-29.358586727771844,-0.08924771520426183,-0.15658236191472263,-0.2751967112230192,0.28858786937714653,-14.80692637240383,-20.517131893840663,-20.517131893840663,True,False,0.0,False,14.036892398818296,True,False,178.2881316379482,1,1
1162,-31.461421436058444,-42.404159845911245,-30.005613408518013,0.21178869843864662,-0.1249885290741823,-0.0218597359290995,0.315532458130249,-12.398546437393232,-21.502934820115705,-21.502934820115705,True,False,0.0,False,13.051089472543254,True,False,181.33922111049145,1,1
1163,-31.25032106333488,-34.80852807504765,-29.834039070283865,0.54373341777367,-0.012994624068353446,0.3067921158848508,0.364185689400706,-4.974489004763782,-20.90158086210346,-20.90158086210346,True,False,0.0,False,13.652443430555497,True,False,184.99166454104696,1,1
1164,-31.897629771817712,-33.943046429551835,-30.62967635447496,0.8594418622816097,-0.021642185730290933,3.8937709222446832,0.39261352484791473,-3.3133700750768753,-21.88848882163182,-21.88848882163182,True,False,0.0,False,12.665535471027138,True,False,187.6572000120741,2,1
1165,-33.41649118676981,-45.118519126186314,-31.882222386329182,0.9382363480738299,-0.07298595941160888,0.7123630116062242,0.381779346634129,-13.236296739857131,-23.12930540186141,-23.12930540186141,True,False,0.0,False,11.42471889079755,True,False,189.08191890287165,1,1
1166,-33.74378336342991,-46.34800580788598,-32.15435998906862,0.9207853787135383,-0.1423631858735453,3.916540372565456,0.3816288419178527,-14.193645818817366,-23.623843285395264,-23.623843285395264,True,False,0.0,False,10.930181007263695,True,False,190.01209991013533,2,1
1167,-34.20024571461688,-41.39094471236065,-32.590188210568684,0.7036080886616323,-0.22752976210786,4.1312555346573925,0.33713160213518073,-8.800756501791966,-24.181790347095102,-24.181790347095102,True,False,0.0,False,10.372233945563856,True,False,190.3843338556992,2,1
1168,-36.077450573744095,-53.83568700313168,-34.47716133274681,0.4686643159401749,-0.217282747860907,-0.3600008383676679,0.29207498788989594,-19.35852567038487,-25.82520360669603,-25.82520360669603,True,False,0.0,False,8.72882068596293,False,False,190.3843338556992,0,0
1169,-36.56082689207006,-53.10819434847276,-34.918404011346254,0.329170946781302,-0.20722740530002848,-0.2729089204985513,0.29129249076568275,-18.189790337126503,-26.344222108724054,-26.344222108724054,True,False,0.0,False,8.209802183934904,False,False,190.3843338556992,0,0
1170,-36.561911928268565,-44.40731631126066,-34.97493262196595,0.4361068474761229,-0.1424552424554268,0.8803855779724457,0.32777832175929117,-9.43238368929471,-26.646416993524245,-26.646416993524245,True,False,0.0,False,7.907607299134714,False,False,190.3843338556992,0,0
1171,-36.10910774073925,-42.17050930361775,-34.530754880264276,0.5261592683381361,-0.06866466071245514,1.5816409365239077,0.36258156111699374,-7.639754423353473,-26.247648087821645,-26.247648087821645,True,False,0.0,False,8.306376204837314,False,False,190.3843338556992,1,0
1172,-36.550003100133175,-43.07252129003782,-34.87288540897724,0.6818343497353281,-0.05906937152457443,5.317980294653555,0.3590710436581444,-8.19963588106058,-26.638938995049877,-26.638938995049877,True,False,0.0,False,7.915085297609082,False,False,190.3843338556992,1,0
1173,-37.81412787704306,-53.930070163293976,-36.10398462159494,0.54824331013577,-0.031767280056040265,0.654920649723318,0.3367471663916425,-17.826085541699037,-27.698416901808038,-27.698416901808038,True,False,0.0,False,6.8556073908509205,False,False,190.3843338556992,0,0
1174,-37.30417188439949,-41.32865833444146,-35.77887968887273,0.6827511756022977,-0.06355677351314312,4.875195525421047,0.3982481823804801,-5.549778645568729,-27.157105307332763,-27.157105307332763,True,False,0.0,False,7.396918985326195,False,False,190.3843338556992,1,0
1175,-38.38112582136488,-47.054886646162416,-36.767232252533304,0.6981943657562166,-0.14236556417809554,4.71933995787773,0.3941559151556291,-10.287654393629111,-27.81859034060167,-27.81859034060167,True,False,0.0,False,6.735433952057289,False,False,190.3843338556992,1,0
1176,-37.95843999880023,-49.78033167220562,-36.26907534416604,0.6486835519785402,-0.07396675921066741,2.165260519153375,0.3704570686536427,-13.511256328039579,-27.889048646291542,-27.889048646291542,True,False,0.0,False,6.664975646367417,False,False,190.3843338556992,1,0
1177,-39.16237924310829,-42.94806493895954,-37.44763351996451,0.6607616662537401,-0.041504559386680795,13.334970221883449,0.40490180073621357,-5.500431418995028,-29.213195552885463,-29.213195552885463,True,False,0.0,False,5.340828739773496,False,False,190.3843338556992,1,1
1178,-39.488393490838945,-46.510813045372785,-37.75403194159334,0.4645016701854287,0.07588546740310616,5.344488994193731,0.3554206786003264,-8.756781103779446,-29.38079753934585,-29.38079753934585,True,False,0.0,False,5.173226753313109,False,False,190.3843338556992,1,0
1179,-39.35271218019618,-55.893203497306374,-37.67036969764621,0.3651728370100282,0.18013198669897038,0.8124698301798189,0.31438451151394636,-18.222833799660165,-29.50569829730693,-29.50569829730693,True,False,0.0,False,5.048325995352027,False,False,190.3843338556992,0,0
1180,-40.52559544643864,-56.41944663873312,-38.87088458971187,0.2922356986098892,0.09677026462596384,1.230462959186178,0.30691995062746436,-17.54856204902125,-30.18044323782812,-30.18044323782812,True,False,0.0,False,4.37358105483084,False,False,190.3843338556992,0,0
1181,-39.26528343438256,-54.12940783327823,-37.548642949822735,0.3705692311675361,0.10578859246068385,-0.2130661413788427,0.3019852268017897,-16.580764883455494,-29.768939284020057,-29.768939284020057,True,False,0.0,False,4.785085008638902,False,False,190.3843338556992,0,0
1182,-40.213786876970794,-54.5992651037234,-38.57559427590301,0.3325093919712257,0.04725274980221571,6.97982529997098,0.30059700703943903,-16.02367082782039,-30.722567592793887,-30.722567592793887,True,False,0.0,False,3.831456699865072,False,False,190.3843338556992,1,0
1183,-40.32047602433488,-52.32878784506066,-38.587165279586216,0.343814940115619,-0.04176442909616763,1.7156874665068689,0.29291973302708785,-13.741622565474444,-30.691372019603648,-30.691372019603648,True,False,0.0,False,3.8626522730553106,False,False,190.3843338556992,1,0
1184,-41.15844903475157,-59.20786912182298,-39.38535020828774,0.12934660995559127,-0.22908724126840427,-0.5696135090406983,0.2589368947871329,-19.82251891353524,-31.053770224303268,-31.053770224303268,True,False,0.0,False,3.500254068355691,False,False,190.3843338556992,0,0
1185,-41.913145535167374,-49.53710815642809,-40.22317736909845,-0.02338031099362338,-0.4339937247663429,1.1506831986733683,0.2296300194540351,-9.313930787329639,-31.77713926633227,-31.77713926633227,True,False,0.0,False,2.7768850263266884,False,False,190.3843338556992,0,0
1186,-42.767650214338815,-53.42356624844567,-40.93151407353656,-0.31618927708738326,-0.6200096244430334,-0.4999817851325617,0.1649216951978903,-12.492052174909105,-33.40679457359561,-33.40679457359561,True,False,0.0,False,1.147229719063347,False,False,190.3843338556992,0,0
1187,-43.69221191331312,-53.82938460677471,-41.951234067421254,-0.425569577964837,-0.7138724034700176,-0.6621862346658294,0.13411017293568814,-11.878150539353456,-34.06641213761998,-34.06641213761998,True,False,0.0,False,0.48761215503898114,False,False,190.3843338556992,0,0
1188,-42.59280848169996,-54.42811230080078,-40.88469440223582,-0.48151650705684784,-0.6430440336156915,-0.719903625647277,0.15271782164086753,-13.543417898564954,-33.99322345213544,-33.99322345213544,True,False,0.14400000000000546,False,0.5608008405235196,False,False,190.3843338556992,1,1
1189,-38.405730406591104,-41.57450243789188,-36.9210131019188,-0.2575064367744464,-0.4423667703764991,-0.1336156573037048,0.20929034998623697,-4.653489335973077,-29.999808598026853,-29.999808598026853,True,False,1.0,True,4.554215694632106,False,False,190.3843338556992,1,1
1190,-34.05376160323043,-38.75445383767862,-32.514204066286446,-0.1468900904934292,-0.2554117833044568,-0.3761449077166328,0.261760130076897,-6.240249771392172,-24.76323322846418,-24.76323322846418,True,False,1.0,True,9.790791064194778,False,False,190.3843338556992,1,1
1191,-36.19511380409555,-48.19275474318266,-34.585057945983266,-0.13223391487688044,-0.36848537222172,1.0628158483338908,0.27069016999906104,-13.607696797199395,-25.312634648883762,-25.312634648883762,True,False,0.2580000000000382,False,9.241389643775197,False,False,190.3843338556992,0,0
1192,-35.53749725043159,-56.58097788071282,-33.805200724129676,-0.24374384446018066,-0.3925129117226104,-0.3783465676482179,0.23336518516269214,-22.775777156583146,-25.413608486693317,-25.413608486693317,True,False,0.0,False,9.140415805965642,False,False,190.3843338556992,0,0
1193,-35.539414826402876,-56.04832541750808,-33.70425988279726,-0.39846525217851486,-0.4243365785773957,-0.3653381768072457,0.20986858451951124,-22.344065534710822,-24.67424396329115,-24.67424396329115,True,False,0.0,False,9.879780329367808,False,False,190.3843338556992,0,0
1194,-37.740003333458255,-58.077806927546106,-35.87678844115124,-0.5969080794257311,-0.5389972078629836,-0.5811064844016668,0.18453746247307518,-22.201018486394865,-27.70299827433692,-27.70299827433692,True,False,0.0,False,6.851026018322038,False,False,190.3843338556992,0,0
1195,-38.24835193715329,-57.16507694798307,-36.46426972089176,-0.5556849495472417,-0.6046353614643251,-0.3717925283505062,0.1706544059428824,-20.70080722709131,-28.15690782690367,-28.15690782690367,True,False,0.0,False,6.397116465755289,False,False,190.3843338556992,0,0
1196,-42.55620518720966,-56.70898469938648,-40.825985139532435,-0.6115773473610686,-0.7322040902087437,-0.3093607750396204,0.14938045818721798,-15.882999559854042,-31.639621487059557,-31.639621487059557,True,False,0.0,False,2.9144028055994013,False,False,190.3843338556992,0,0
1197,-45.75902581563933,-56.39233703195692,-44.0923005640459,-0.6831811948078826,-0.7610920818287669,-0.0150906013548101,0.14195527431557325,-12.30003646791102,-35.805273818719684,-35.805273818719684,True,False,0.0,False,-1.2512495260607253,False,False,190.3843338556992,1,1
1198,-41.795765823882206,-56.265147934992996,-40.121548880317434,-0.47125882553809845,-0.6328181502097918,0.7597434009520226,0.17217834389330053,-16.143599054675562,-32.80548068819013,-32.80548068819013,True,False,0.0,False,1.7485436044688285,False,False,190.3843338556992,1,1
1199,-40.11899284110413,-56.09576195072464,-38.573309782070794,-0.239414879618189,-0.6068842202820391,-0.2985669768398145,0.19659286266192316,-17.52245216865385,-30.121341193391387,-30.121341193391387,True,False,0.0,False,4.432683099267571,False,False,190.3843338556992,1,1
1200,-42.43353112810078,-52.8553888186852,-40.87909719994441,-0.16484968743273296,-0.6209512958085254,0.5197439308622727,0.21971239852643235,-11.976291618740788,-31.482611419562446,-31.482611419562446,True,False,0.0,False,3.071412873096513,False,False,190.3843338556992,1,1
1201,-42.63611238693488,-49.49396092896096,-41.047757885514756,-0.11539348959053239,-0.5546005520660258,4.27718765481406,0.2413299767509473,-8.446203043446204,-33.172830235103724,-33.172830235103724,True,False,0.0,False,1.3811940575552342,False,False,190.3843338556992,2,1
1202,-39.83762633994961,-53.21261462651657,-38.1676171942367,0.14573762693600573,-0.47126019893388965,0.7251382645000665,0.26580105127923004,-15.044997432279871,-30.549426844941593,-30.549426844941593,True,False,0.0,False,4.004597447717366,False,False,190.3843338556992,1,1
1203,-37.39182302313969,-52.787384787451685,-35.781551631289915,0.27950832912878004,-0.43088055333612846,0.4108046505691488,0.29009457276096234,-17.00583315616177,-27.52484320024753,-27.52484320024753,True,False,0.0,False,7.029181092411427,False,False,190.3843338556992,1,1
1204,-38.089485532569824,-47.58686769920477,-36.35914360643619,0.21407445031842076,-0.430529744912514,2.5731784810135734,0.3094696642676815,-11.227724092768575,-27.98983146559578,-27.98983146559578,True,False,0.0,False,6.564192827063177,False,False,190.3843338556992,2,1
1205,-36.41155250827119,-48.804702078300785,-34.571664262295315,0.088017023965029,-0.40380769451234805,0.6692327191458918,0.2863033506778317,-14.23303781600547,-27.050332010395564,-27.050332010395564,True,False,0.0,False,7.503692282263394,False,False,190.3843338556992,1,1
1206,-35.66701636733265,-53.65683233286333,-33.852158400070564,0.1140268170448089,-0.4006113520474468,-0.0777111664144487,0.2662190095942771,-19.804673932792767,-26.008207971047923,-26.008207971047923,True,False,0.0,False,8.545816321611035,False,False,190.3843338556992,0,0
1207,-36.478926033412826,-57.07652394464474,-34.79402358179994,-0.06086866357555958,-0.4300708107263877,-0.0412577157829421,0.25511470361375627,-22.2825003628448,-26.003428690805016,-26.003428690805016,True,False,0.0,False,8.550595601853942,False,False,190.3843338556992,0,0
1208,-39.00821624086208,-58.887811500090166,-37.3753813630822,-0.32921094903230635,-0.47583464065340003,-0.3020763765125354,0.21935395323747578,-21.512430137007968,-28.67097595457205,-28.67097595457205,True,False,0.0,False,5.883048338086908,False,False,190.3843338556992,0,0
1209,-37.852886442187874,-58.160401028954986,-36.26356189833715,-0.269493367901664,-0.42093647177322013,-0.3120855449773462,0.22447063255184527,-21.896839130617835,-28.248390018207978,-28.248390018207978,True,False,0.0,False,6.305634274450981,False,False,190.3843338556992,1,1
1210,-37.14037886829598,-48.76937318105699,-35.579088138057756,-0.10243265954401869,-0.35422821379162595,6.282057638094325,0.29434314430987096,-13.190285042999236,-26.80190941596966,-26.80190941596966,True,False,0.0,False,7.752114876689298,False,False,190.3843338556992,2,1
1211,-34.78306161799444,-51.553720230970725,-33.202676345787275,0.1796017116449248,0.03694446310288534,4.356104607189828,0.3864765609950959,-18.35104388518345,-23.279945766954555,-23.279945766954555,True,False,0.0,False,11.274078525704404,True,True,191.6584123814036,3,2
1212,-34.478557973355535,-33.790300915555996,-33.24980421752905,0.3517534772042877,0.37945303160369126,3.2884619815144185,0.45897048430311604,-0.5404966980269492,-22.307675750321614,-22.307675750321614,True,False,0.0,False,12.246348542337344,True,True,193.90476092374092,3,2
1213,-29.17963706546844,-20.850015497838182,-32.30362130348052,0.6769490112347711,0.720238324307605,13.83221578105698,0.5595027257169852,11.453605805642336,-19.873646245138346,-19.873646245138346,True,True,0.0,False,14.680378047520612,True,True,198.58513897126153,3,3
1214,-31.497561811433737,-24.445559819230347,-32.315762522566,0.7635333178912787,0.6284383180629833,13.626132018343313,0.6166590660528815,7.87020270333565,-19.531600051693484,-19.531600051693484,True,True,0.0,False,15.022424240965474,True,True,203.607563212227,2,2
1215,-31.76076097952706,-24.597365287214657,-32.89681532601585,0.7704258064808001,0.32957661938040167,10.195151989502616,0.5868454747238546,8.29945003880119,-19.937683122025135,-19.937683122025135,True,True,0.0,False,14.616341170633824,True,True,208.22390438286084,2,2
1216,-34.319152832465946,-39.56445869889573,-32.9420422658118,0.42046296414296325,0.25864320051330353,7.579250373515902,0.5384891035687384,-6.622416433083927,-23.105800419296166,-23.105800419296166,True,False,0.0,False,11.448223873362792,True,True,209.67212825622363,2,2
1217,-25.37089798827745,-23.795866998783637,-24.483017980856793,0.3943729410392495,0.4409636382701232,8.658102182293176,0.5135127990822865,0.6871509820731561,-17.784550338577276,-17.784550338577276,True,False,0.0,False,16.769473954081683,True,True,216.44160221030532,2,2
1218,-23.476670340954332,-41.699028360512884,-21.98368913213664,0.26717728618287007,0.663576184745466,1.1533301536222371,0.4685773163548627,-19.715339228376244,-14.666230875036037,-14.666230875036037,True,False,0.0,False,19.887793417622923,True,True,226.32939562792825,1,1
1219,-25.893371163214056,-40.427881964331036,-24.300496860287105,0.19386145263596982,0.41182835910359633,3.117309077127881,0.4588999733705089,-16.12738510404393,-15.682059370210172,-15.682059370210172,True,False,0.0,False,18.871964922448786,True,True,235.20136055037705,2,1
1220,-27.81376240141324,-39.21540485727916,-26.28595048586798,0.12235652922028659,0.13482625521725963,2.7356015267383715,0.4476289559584712,-12.929454371411182,-16.326254239370186,-16.326254239370186,True,False,0.0,False,18.227770053288772,True,True,243.4291306036658,2,1
1221,-29.191467523869804,-37.399054395643375,-27.794131894502993,0.12912420366949687,0.0793853086048306,4.449204305729965,0.4494211036729973,-9.604922501140383,-16.990414059515686,-16.990414059515686,True,False,0.0,False,17.563610233143272,True,True,250.99274083680908,2,1
1222,-31.180294062380767,-48.51936358285978,-29.810599836676378,0.11462331208792431,-0.0007503990554657134,3.598174783832872,0.45648990373405096,-18.708763746183404,-19.894684068486413,-19.894684068486413,True,False,0.0,False,14.659340224172546,True,True,255.65208106098163,2,1
1223,-31.381137689867565,-31.00439549048157,-30.3929225124,0.14298665633341265,0.03371897708099728,4.5989442765566295,0.4725663441517879,-0.6114729780815722,-20.336714003372375,-20.336714003372375,True,False,0.0,False,14.217310289286583,True,True,259.8693913502682,2,1
1224,-32.64095716370261,-35.1136084582789,-31.311255500664615,0.2339610066030704,0.020830483956695012,7.2054601040967565,0.49824829251301533,-3.802352957614282,-21.100735522742635,-21.100735522742635,True,False,0.0,False,13.453288769916323,True,True,263.3226801201845,2,2
1225,-32.90766727567698,-37.6790707776794,-31.530768283848943,0.2537481706370481,0.3582596432504216,6.88748488994073,0.5189626357755547,-6.148302493830457,-21.554414228663138,-21.554414228663138,True,False,0.0,False,12.99961006399582,True,True,266.3222901841803,2,2
1226,-29.044678981318643,-24.515151152833532,-29.625584182800864,0.2574421437764021,0.3610467534428286,12.44263851288572,0.528796382708833,5.110433029967332,-20.886584616654872,-20.886584616654872,True,False,0.0,False,13.667439676004086,True,True,269.9897298601844,2,2
1227,-30.892950950306698,-23.23797167963378,-33.96423077137845,0.28677914047008535,0.6203647746571581,6.768936005009336,0.510081029252573,10.726259091744673,-19.186594810685666,-19.186594810685666,True,True,0.0,False,15.367429481973293,True,True,275.35715934215773,2,2
1228,-35.019920439822826,-28.68879990322906,-35.648071826320404,0.1660336415508069,0.7374733414816375,6.363714134924955,0.5065958193662883,6.959271923091343,-25.25746880370078,-25.25746880370078,True,True,0.0,False,9.296555488958177,False,True,275.35715934215773,1,0
1229,-26.169384915462786,-22.48165965397476,-26.25528115319359,0.29219773163597823,0.6110212462110104,10.176942586006811,0.5500857927662447,3.77362149921883,-16.958233189596747,-16.958233189596747,True,False,0.0,False,17.59579110306221,True,True,282.9529504452199,2,2
1230,-31.731271488953674,-26.4601505929671,-32.064494604138055,0.014801381938364817,0.4772641255765077,5.1194181976059046,0.4649955017784487,5.604344011170955,-19.36878217150544,-19.36878217150544,True,False,0.0,False,15.185242121153518,True,True,288.13819256637345,2,1
1231,-32.00979146115616,-25.657176452773346,-32.56397016394884,-0.09058233845409853,0.22168212733721376,2.5873772798549406,0.4039707304789856,6.906793711175492,-21.365189753051432,-21.365189753051432,True,True,0.0,False,13.188834539607527,True,True,291.32702710598096,2,1
1232,-31.58624017742386,-27.922537064140567,-31.18538758940798,-0.18049439319351426,-0.07815770597410798,4.430347762046804,0.39379621834384343,3.262850525267414,-20.843665206515425,-20.843665206515425,True,False,0.0,False,13.710359086143534,True,True,295.0373861921245,2,1
1233,-33.341482653676835,-30.108885850670603,-32.58604381108083,-0.190767260644979,-0.16937884499304628,5.0824684763075325,0.3979972533916513,2.4771579604102243,-21.19644400904168,-21.19644400904168,True,False,0.0,False,13.357580283617278,True,True,298.39496647574174,2,1
1234,-32.71620690875723,-34.28371505814882,-31.39402780553437,-0.23041709004714173,-0.1032332736450435,3.0550581053974475,0.38367425787947745,-2.8896872526144506,-20.879202497865883,-20.879202497865883,True,False,0.0,False,13.674821794793075,True,True,302.0697882705348,2,1
1235,-30.01667301517186,-33.26120235583633,-28.333110019911082,-0.16533928956293856,-0.020671580403759486,2.9522797391779942,0.38988012545032286,-4.92809233592525,-18.334943814212554,-18.334943814212554,True,False,0.0,False,16.219080478446404,True,True,308.2888687489812,2,1
1236,-27.921316218315813,-29.80183595702985,-26.43226898897291,-0.00777085375506021,0.16443849893092025,1.7856190049986735,0.3895112852411386,-3.3695669680569402,-17.39973290464996,-17.39973290464996,True,False,0.0,False,17.154291388009,True,True,315.4431601369902,2,1
1237,-30.761240211735988,-31.753911346511483,-29.332538488194135,0.10663233270840856,0.37664603301618804,1.8438823829330848,0.3818585971175794,-2.4213728583173477,-20.439371064671626,-20.439371064671626,True,False,0.7950000000000728,True,14.114653227987333,True,True,319.5578133649775,2,1
1238,-33.772861281167124,-33.214363410903786,-32.3314975040979,0.24004424094123297,0.49926790172069013,0.077583203690869,0.38451910490043717,-0.8828659068058897,-23.120928237405774,-23.120928237405774,True,False,0.9670000000000982,True,11.433096055253184,True,True,320.9909094202307,1,1
1239,-35.36343418004288,-31.95341332004879,-34.29646013103908,0.3791821376800739,0.8269606387908183,0.9155399790744444,0.4157338984452201,2.3430468109902947,-25.417986049613745,-25.417986049613745,True,False,0.9660000000001219,True,9.136038243045213,False,True,320.9909094202307,0,0
1240,-36.58801544487826,-31.06876784840942,-36.21137001463267,0.6079600780950295,0.9596856523944011,6.180029374197327,0.43260067089039705,5.142602166223252,-27.57537512949714,-27.57537512949714,True,False,0.9670000000000982,True,6.978649163161819,False,True,320.9909094202307,1,0
1241,-36.01692181337285,-36.555798803729466,-34.49847068274511,0.7553302012575548,0.695766738342224,0.1536053285320643,0.4194532468181142,-2.0573281209843586,-26.090580797331555,-26.090580797331555,True,False,1.0,True,8.463443495327404,False,True,320.9909094202307,0,0
1242,-37.80637404688962,-38.688890661069955,-36.359823607575784,0.7207921399874534,0.7920713114516189,0.3637420123732127,0.4173867647767272,-2.329067053494171,-28.194460981074975,-28.194460981074975,True,False,0.9669999999998709,True,6.359563311583983,False,True,320.9909094202307,0,0
1243,-37.34246396170607,-36.80985372520638,-35.87759621806843,0.9540575662634235,1.1136884852659914,2.370562100231566,0.482282602640919,-0.9322575071379475,-28.671722354652836,-28.671722354652836,True,False,1.0,True,5.8823019380061226,False,True,320.9909094202307,1,0
1244,-31.723739547112253,-22.400212702885316,-35.84168074438669,1.1881950394216156,1.5007296612786734,0.7784259045190627,0.564150194405455,13.441468041501377,-21.41156705274232,-21.41156705274232,True,False,0.9659999999998945,True,13.142457239916638,True,True,324.1333666601473,2,2
1245,-34.43319279445965,-25.521104500106784,-37.03468747510967,1.0440331167772026,1.9605407733258058,9.13433719503586,0.5814533055856623,11.513582975002887,-23.652569690262773,-23.652569690262773,True,False,1.0,True,10.901454602396186,True,True,325.0348212625435,3,3
1246,-34.490983739704625,-27.20709386831565,-35.31100878507504,0.922351796698963,1.7909652373464742,1.7540115701458434,0.5805833912582237,8.10391491675939,-25.35153346693265,-25.35153346693265,True,True,0.9670000000000982,True,9.202490825726308,False,True,325.0348212625435,2,1
1247,-29.70121167807537,-19.652179644885315,-37.09352728989912,0.7546824344407246,1.5315031445158576,1.4340406687222365,0.538446851857972,17.441347645013806,-20.810775558744528,-20.810775558744528,True,True,1.0,True,13.743248733914431,True,True,328.77806999645793,2,2
1248,-29.227784847854572,-19.107323584626364,-35.60063953876056,0.25784178225665816,1.1556600197210412,0.2826442315525314,0.4502240797122974,16.493315954134196,-20.70495363292101,-20.70495363292101,True,True,0.9660000000001219,True,13.849070659737947,True,True,332.6271406561959,1,1
1249,-33.99850821746358,-25.045491248422074,-36.752039118947856,-0.04981544560378836,0.45843864348766017,0.9281709406637252,0.36238120293539844,11.706547870525782,-23.380651116400127,-23.380651116400127,True,True,1.0,True,11.173373176258831,True,True,333.8005138324547,1,1
1250,-36.45673562356136,-36.52789515917243,-34.64592193521993,-0.1928910846429143,0.19611931166583804,0.0552100738514619,0.29348068103363617,-1.8819732239524996,-26.961940462414603,-26.961940462414603,True,False,0.4500000000000455,False,7.592083830244356,False,True,333.8005138324547,0,0
1251,-30.274839084454154,-51.487307754993374,-28.242409964786667,-0.12992731531592416,0.1888536504846192,-0.5872161842232118,0.2959427467530002,-23.244897790206707,-21.212155144186667,-21.212155144186667,True,False,0.0,False,13.341869148472291,True,True,337.14238298092704,1,1
1252,-29.992685550238964,-44.740904974046785,-28.022859254953246,-0.1944992293374025,0.057177441434211905,-0.4203204588443392,0.31342606791695127,-16.71804571909354,-20.633038795717628,-20.633038795717628,True,False,0.0,False,13.92098549694133,True,True,341.0633684778684,1,1
1253,-28.349962572735812,-36.79514379044507,-26.735742093462058,-0.08487297442278302,0.11945618597316282,-0.2045305957214266,0.3259716737188893,-10.05940169698301,-19.357722138256367,-19.357722138256367,True,False,0.0,False,15.196302154402591,True,True,346.25967063227097,1,1
1254,-29.30001532559215,-36.19129497432523,-27.730055829609807,0.03550806551913741,0.10817344551404322,-0.2543953951032606,0.3327417282199648,-8.461239144715424,-19.91670937342337,-19.91670937342337,True,False,0.0,False,14.637314919235589,True,True,350.89698555150653,1,1
1255,-27.12137220664666,-35.82175865486625,-25.445743331272787,0.18554606337954868,0.20723778211144633,-0.2381970944056914,0.34428932258389,-10.376015323593464,-18.024797344056235,-18.024797344056235,True,False,0.0,False,16.529226948602723,True,True,357.4262125001093,1,1
1256,-29.43719045560659,-42.85016101852095,-27.599245087792774,0.24045128497332313,0.14283011311447058,0.1873560260528136,0.36200967903041664,-15.250915930728176,-19.892435240828398,-19.892435240828398,True,False,0.0,False,14.66158905183056,True,True,362.08780155193983,1,1
1257,-27.202218740404113,-36.80258919700962,-25.291255446451725,0.4179101078739895,0.2352625768277727,0.6876362528524046,0.39430429719929916,-11.511333750557892,-18.01981897835622,-18.01981897835622,True,False,0.0,False,16.53420531430274,True,True,368.6220068662426,1,1
1258,-28.737850576781785,-37.0877707381645,-26.83381312651409,0.5756551558082141,0.16118187581663532,0.4636737997856044,0.3838448182522711,-10.25395761165041,-18.755410281284252,-18.755410281284252,True,False,0.0,False,15.798614011374706,True,True,374.4206208776173,1,1
1259,-28.24150180642137,-44.52407757823485,-26.419656203946356,0.6721468390378603,0.26305751350417766,-0.3972397840935531,0.3820411275687139,-18.104421374288496,-18.99100343282167,-18.99100343282167,True,False,0.0,False,15.563020859837287,True,True,379.9836417374546,1,1
1260,-26.731731939906027,-41.50912864070449,-25.084305686736226,0.6747563531442119,0.29441528823730745,0.7835044894243995,0.40996939836430074,-16.424822953968263,-17.201539668963488,-17.201539668963488,True,False,0.0,False,17.35248462369547,True,True,387.3361263611501,1,1
