second,time,loudness_db,onset,centroid_hz,flatness,zcr,low_db,low_onset,center_db,noncenter_db,impact_score,drum_score,swell_score,harsh_score,barrage_score,burden,center_advantage_db,timestamp
1264,1264.496,-28.183696031570435,1.1391258963849396,345.1159447422722,8.667706390497187e-05,0.014251708984375,-28.380119681358337,0.2526064495323226,-50.469141125679016,-26.273216009140015,0.3213032892582096,0.22807713314731948,-0.3466629814232008,-0.5394378132410108,0.5748614983207723,0.3889661635317297,-24.195925116539,00:21:04.00
1265,1265.504,-28.544743076447517,1.4252019034278007,393.82718926195463,0.00014630395268003696,0.01505796370967742,-28.76146697998047,0.3636521387004083,-51.313599371141,-26.816321465276904,0.6771235317429,0.2643157050996123,-0.489911980027911,-0.5132394966124243,0.6857512636938228,0.3984288078054916,-24.4972779058641,00:21:05.00
1266,1266.496,-30.269315965713993,1.2828773973930268,380.2831263141722,0.00011435076580270223,0.014837449596774193,-30.504493282687278,0.250757645094587,-52.78149094120149,-28.570702522031723,0.47190749698557505,0.26539810397278046,-0.4594317536156827,-0.5512541144011001,0.7806410589060985,0.40430592389509884,-24.210788419169763,00:21:06.00
1267,1267.4879999999998,-29.71561179622527,1.432197692052972,406.90973638082426,0.00015052286025527264,0.013845136088709678,-29.899472144342237,0.328698952171591,-51.766976879489036,-27.90132768692509,0.6683850578011603,0.2898167666032719,-0.5528534284494725,-0.5315325185668243,0.8402857239231976,0.41046258801734425,-23.86564919256395,00:21:07.00
1268,1268.496,-32.69745326042175,1.4448577193543315,434.60366007769204,0.000232325133708855,0.0164947509765625,-32.999729216098785,0.2860416111070663,-51.05547869205475,-30.904370367527008,0.6471390311010059,0.2426311503985298,-0.5590006486286513,-0.5478455740860217,0.7078044029606614,0.3960927812285478,-20.15110832452774,00:21:08.00
1269,1269.504,-32.49357986450195,1.5815167801995431,562.6800562212894,0.0006637731611619763,0.020397555443548387,-33.032163127776116,0.3421175636110767,-48.14484122491652,-30.864483125748173,0.8625024697025627,0.20029313638631208,-0.5790204570621493,-0.4330323547730911,0.593553502817186,0.3891031502828007,-17.280358099168346,00:21:09.00
1270,1270.496,-32.14430968992172,0.8608939176605593,644.9755619919804,0.00035358957557623546,0.04638671875,-34.49064531633931,0.32570466495329337,-38.33545918618479,-32.07280257440382,0.03881263874977924,0.21005269890584635,-0.17065991998118166,-0.2791119964790024,0.6385108038668423,0.3892772636131733,-6.262656611780966,00:21:10.00
1271,1271.4879999999998,-32.80693146490282,1.1554876787047232,745.6949910130776,0.000351636377379163,0.060814642137096774,-37.30362799859816,0.3371087045919511,-36.03387771114226,-34.59444759738061,0.4283657851875089,0.2973267189768113,-0.2969107327139075,-0.16898988720232208,0.4454822643974281,0.40414587868319046,-1.4394301137616556,00:21:11.00
1272,1272.496,-32.69258797168732,1.711240075994283,1898.8835682797835,0.035446013079308614,0.12286376953125,-38.249462485313416,0.5116518407594413,-31.52851229906082,-36.284467339515686,2.248628465147716,0.12067588446182972,-0.624165967203366,3.0549517762967686,0.6251426631707984,0.46612216091076986,4.7559550404548645,00:21:12.00
1273,1273.504,-35.5898686070596,0.888089225176842,869.2515065841104,0.0003100138658943075,0.07028099798387097,-43.49801881851688,0.2795521121832632,-42.84374249366022,-41.02649418000252,0.09973388992569779,0.07317457550113428,-0.1467192821100691,-0.1092207120241621,0.40319258757890675,0.4020275003847591,-1.8172483136576991,00:21:13.00
1274,1274.496,-37.96335097282164,1.2775698361858245,1225.9302951017746,0.006257586670295906,0.08073966733870967,-46.164754682971584,0.25315706720275266,-46.82820843112084,-42.611343506843816,0.7676077384407917,-0.05446805309383316,-0.35312272815800355,0.47773131012190245,0.5005453425891414,0.41388310844555404,-4.216864924277028,00:21:14.00
1275,1275.4879999999998,-35.57316410926081,1.3645634963627784,2066.25246944536,0.022235503442765724,0.11173765120967742,-43.81350671091387,0.49181125240941204,-34.22903750019689,-39.958089643909084,1.5142853787657193,0.0009288995062221745,-0.4069680091877,2.1532745786254686,0.6751174284311771,0.44991503495913193,5.729052143712198,00:21:15.00
1276,1276.496,-38.6280232667923,1.2426466816104949,1684.9114477193432,0.023863387388246338,0.1137542724609375,-48.03920614719391,0.2784725124947727,-40.08379089832306,-42.55317509174347,1.2608649395586726,-0.09631555725848431,-0.34604291503274376,2.0334516939291283,0.46678883887424977,0.4365554498829172,2.46938419342041,00:21:16.00
1277,1277.504,-38.866376200029926,1.387911521619366,2008.735877517165,0.03216114266861921,0.14229460685483872,-49.20200015652564,0.45010640712515,-35.785683601133286,-45.12761368290071,1.733528593810544,-0.3349022630587774,-0.4090994046836132,2.8851558076948667,0.45206403538071216,0.41322168747522753,9.341930081767421,00:21:17.00
1278,1278.496,-44.32059306483115,0.9446655454174164,1044.5149147103086,0.0006738626032001189,0.07306892641129033,-52.73786643243605,0.20779601003854506,-46.46724799371535,-48.48112327821793,0.08116325000004856,-0.5809892305451005,-0.163052198964045,-0.12657022927478365,-0.08909862401397455,0.2812902625541514,2.0138752845025834,00:21:18.00
1279,1279.4879999999998,-47.03019074470766,0.8622967677731668,971.1623751407848,0.0005311636834390342,0.07034400201612903,-53.845247453258885,0.19166044962982978,-50.7003168905935,-51.362000742266254,-0.08766436302167478,-0.8794323473126193,-0.11551750897941143,-0.22999267209885813,-0.29663488678927596,0.23169233098284278,0.661683851672757,00:21:19.00
1280,1280.496,-48.38040852546692,0.8909106906503439,958.913988592896,0.000631073530712456,0.065948486328125,-54.663214802742004,0.19179232721216977,-52.729596734046936,-52.90579342842102,-0.08114203431385732,-0.8896332010111794,-0.12092982185531806,-0.2730549665571663,-0.27949785636874575,0.21535194522976345,0.17619669437408447,00:21:20.00
1281,1281.504,-51.98683326475082,0.7852158488765839,1027.5587271626525,0.0024298668516078785,0.06272051411290322,-56.04766451927923,0.15659429661689267,-56.992564662810295,-54.316695674773186,-0.21512076890031948,-0.6871848096525108,-0.09553254204725065,-0.1935314462464807,0.04392167375706845,0.25944964105337337,-2.6758689880371094,00:21:21.00
1282,1282.496,-48.062418537755164,1.5558107918308628,1751.7692684476826,0.038023590628478314,0.10320060483870967,-52.36174872613722,0.3682192285214701,-41.34890636321037,-54.53688713812059,1.806357398639119,0.014560911147964466,-0.4975158213537314,2.8070361712177565,0.8999890443878031,0.45034453680010744,13.18798077491022,00:21:22.00
1283,1283.4879999999998,-42.64538992604902,2.071589155543235,1597.5566359837985,0.010437570951668727,0.09496282762096774,-50.16914515341482,0.47745748248792463,-32.4877745720648,-52.27191875826928,1.858000248328056,1.092250522325064,-0.7786682633834087,0.9349470233823203,1.5678273743654119,0.6136948007724882,19.78414418620448,00:21:23.00
1284,1284.496,-37.8924605846405,2.6873968546278775,1982.665945498612,0.03134214028250426,0.130889892578125,-45.753342509269714,1.0341072785668075,-27.645078241825104,-49.1770498752594,3.2883087042514654,2.0361774683351266,-1.1984142963474482,2.7771192706391314,2.2781885262416,0.6983511924435938,21.531971633434296,00:21:24.00
1285,1285.504,-38.86097225066154,2.688696003488956,1484.3349489481848,0.013340097799476596,0.08129095262096774,-46.30444065217049,0.9528274033819476,-29.164220379244895,-46.490310792000066,2.6886105680439023,2.5544492100625695,-1.2264295261875593,1.0670248449531794,2.309120061689805,0.67019958539871,17.326090412755168,00:21:25.00
1286,1286.496,-39.22891161518712,2.463898902458529,1430.2213142409553,0.015084003518906331,0.08203125,-44.62759522468813,0.943691412527715,-31.164990148236676,-43.91973273984848,2.436057050327837,2.631436097694467,-1.089676590982907,1.154423057296261,2.368092939581801,0.6432573871874047,12.7547425916118,00:21:26.00
1287,1287.4879999999998,-39.651421208535474,1.75409458962179,1053.8535946286868,0.00430618294124161,0.05309664818548387,-42.998727367770286,0.741872858135931,-37.856236734697895,-42.00766212709488,1.1985008771465229,2.5402273345107482,-0.7177800015299527,0.09827759602972629,2.134734328358973,0.6099727444517911,4.151425392396988,00:21:27.00
1288,1288.496,-39.83759319782257,1.9420831718016416,1484.8272575286048,0.012945425620273454,0.09979248046875,-45.041682958602905,0.768205345608294,-35.64777797460556,-44.29964244365692,1.780406908920395,2.3759269030536148,-0.7942267665970989,1.1162669569244057,1.9104610171585084,0.647392055262611,8.651864469051361,00:21:28.00
1289,1289.504,-38.530863361973914,2.331817417375503,1816.122355743854,0.03606516816052458,0.10805191532258064,-44.8780883050734,0.9057302643214503,-29.103285820253433,-46.09649584370275,2.8820141566531863,1.7567529267346722,-0.9920401824407619,2.8871959598237313,1.5922443725913,0.6857466367891271,16.993210023449315,00:21:29.00
1290,1290.496,-43.26816374255765,1.6399509769774252,1876.9089233863554,0.04517289575549864,0.12405493951612903,-46.86556047008884,0.5940534765681913,-37.03170948643838,-46.394061919181574,2.202527990463264,1.327101647400604,-0.6100793048858127,3.5276753419861513,1.2005628306949143,0.5967061189896408,9.362352432743196,00:21:30.00
1291,1291.4879999999998,-45.52262521559192,1.3360014077155822,1367.775069552307,0.022484070779154857,0.06497290826612903,-46.91933379634734,0.389747264644792,-44.693238166070756,-45.75618436259608,1.0925286077134637,0.5823930446457549,-0.3627343062384945,1.4313310585103844,0.6994916131613717,0.45699752093722984,1.0629461965253275,00:21:31.00
1292,1292.496,-43.35385525226593,0.930585044901818,1129.0063460227357,0.009902648460411001,0.0531005859375,-44.22351288795471,0.3153710573678836,-44.306605100631714,-42.999900579452515,0.2816581758705087,0.10553210081223574,-0.1824246557633725,0.4491675300724706,0.3691407536416781,0.3762199586188124,-1.3067045211791992,00:21:32.00
1293,1293.504,-40.21938865415512,1.128205181129517,877.7341757311927,0.0017225921976440136,0.03843245967741935,-40.8861083984375,0.3392025722611335,-46.21588922316028,-38.908373432774695,0.31014113665177173,0.1683441573163178,-0.3187688143801538,-0.24314908630708365,0.1324575941165452,0.35435114352716535,-7.307515790385585,00:21:33.00
1294,1294.496,-39.55015933129095,1.408326010550222,940.2724972293466,0.0057324936553355185,0.040826612903225805,-40.512889369841545,0.4415787493870143,-42.212952213902625,-39.21444775981288,0.7688783323875757,0.1492637016264017,-0.4710191240249609,0.07846813422224333,0.3180182586773117,0.3568580027730245,-2.9985044540897494,00:21:34.00
1295,1295.4879999999998,-41.63718488139491,0.9035235672227798,791.1666924069551,0.0014077896841861789,0.03589654737903226,-42.240495004961566,0.2649022066785443,-45.01592549970073,-40.70015384304908,-0.01729929984877303,0.22446250727576691,-0.13602198338615484,-0.3426436700243778,0.20861538351431652,0.34129333991013755,-4.315771656651651,00:21:35.00
1296,1296.496,-38.948899269104004,1.5571671354118735,878.6264354342707,0.004956042537742178,0.0425262451171875,-39.91216862201691,0.5369995455257595,-38.85721945762634,-39.277835726737976,0.9289173281126616,0.11930722336615701,-0.6023285507438463,0.014241810063076515,0.2868711027689934,0.3539225177006512,0.4206162691116333,00:21:36.00
1297,1297.504,-40.31149218159337,0.9585353212971841,827.5778071203301,0.0020878955481513856,0.02819430443548387,-40.74210369971491,0.23912814716177602,-47.385227818642896,-38.93407772433373,0.08574160343791225,0.23211521572600072,-0.16493190590527693,-0.2955801146847988,0.29765097635372106,0.36073482137521057,-8.451150094309162,00:21:37.00
1298,1298.496,-39.54804082070628,1.233549017098642,1199.1469982721003,0.009068460444048528,0.043299521169354836,-40.11052703857422,0.3433656712933894,-43.573156172229396,-38.415704788700225,0.6981561969644516,0.18992642313380692,-0.34524546546994783,0.4417802608197707,0.44765857357184063,0.3980850112083994,-5.157451383529171,00:21:38.00
1299,1299.4879999999998,-38.36668765160345,1.7027187892986881,1587.5890635939265,0.04983878834173083,0.0693359375,-40.1644045922064,0.4471427692521003,-34.21286183018838,-38.573460855791645,2.3233767189574586,-0.04035185046485907,-0.6068132047256689,3.506088196806107,0.4061347051118205,0.39713900850965206,4.360599025603263,00:21:39.00
1300,1300.496,-41.23761761188507,0.9719110266305506,981.1309275625011,0.0033348813176417025,0.028717041015625,-41.644649267196655,0.22811770951375365,-45.639209270477295,-39.8429913520813,0.15332883270185133,-0.05816012864152413,-0.19490436039122033,-0.14873701449112023,0.21375961097062524,0.3392980261031012,-5.796217918395996,00:21:40.00
1301,1301.504,-41.55394400319746,1.192281734558844,1055.7801807669032,0.004929626968899562,0.036400579637096774,-42.1830940246582,0.28206962635440214,-41.04480915684854,-40.9395025930097,0.47920138173603744,-0.2866075175328848,-0.3004557656389329,0.027537636938184833,0.14552221591586761,0.3235046294738876,-0.10530656383883569,00:21:41.00
1302,1302.496,-43.06304660920174,0.9674476144775268,1240.556583002601,0.008457098820907694,0.04471711189516129,-43.647625707810924,0.26201594524806543,-43.88546974428238,-42.370982139341294,0.3162245779808705,-0.38868628263821303,-0.17606884461960015,0.37117876973234687,0.12017139840789862,0.32739154202492526,-1.5144876049410911,00:21:42.00
1303,1303.4879999999998,-42.106458356303555,1.1327211058908893,1162.9292391704953,0.006956151183394175,0.04624495967741935,-42.75620491273941,0.31332466510995743,-47.839037003055694,-40.74796996578093,0.48169551869554333,-0.07545030039865529,-0.2761112476999593,0.255568173678724,0.29823760532850274,0.34429710969749655,-7.091067037274761,00:21:43.00
1304,1304.496,-42.46612823009491,1.4251068639568985,1275.457468914194,0.012190478613774758,0.0629119873046875,-44.361196517944336,0.35993250273168087,-42.68410974740982,-42.886961460113525,0.9958174678374122,0.08439389560218878,-0.4539863469378326,0.7374095456960511,0.4432819057293403,0.39817330760821346,0.20285171270370483,00:21:44.00
1305,1305.504,-40.57522459953062,1.620502213316579,1492.8393759616013,0.016076162735360763,0.08196824596774194,-43.499922721616684,0.5338799273294788,-32.7311044508411,-43.44338201707409,1.4277011383446665,0.19747735094521282,-0.5321232293067397,1.2294847725551705,0.6093581209851423,0.45129275507252714,10.71227756623299,00:21:45.00
1306,1306.496,-43.285305392357614,1.5609327372043365,1520.1923714979403,0.025584996820637775,0.08571698588709678,-46.05872369581653,0.4130115730147208,-36.57090851568407,-45.29230179325227,1.534433714200794,0.35655442837108964,-0.5021612614913237,1.8527732903032599,0.9353348129674143,0.46668937225243934,8.721393277568202,00:21:46.00
1307,1307.4879999999998,-44.72333108225176,1.0712271774968793,1212.189160398539,0.008898841923162822,0.053868447580645164,-46.13377417287519,0.28148782060992333,-43.452053008540986,-45.034281576833415,0.42928616805024883,0.47742929334155554,-0.1959156658283829,0.4047603055445832,0.9323200999958725,0.46766294071243186,1.5822285682924333,00:21:47.00
1308,1308.496,-39.73992669582367,2.464493351057172,1739.79503335551,0.044188700572703965,0.0835723876953125,-43.783703565597534,0.7334403034765273,-33.91821777820587,-43.6294606924057,3.155257005520879,0.3428095151085195,-1.1124763381597116,3.2517700431275283,0.9756672518440618,0.5015983298944439,9.711242914199829,00:21:48.00
1309,1309.504,-43.247856017081965,1.2987995969672357,1574.4768331257817,0.018834067606216958,0.06164944556451613,-44.650826731035785,0.30905629171719473,-42.64449876354587,-42.90743427891885,1.0501791076422002,0.17727570575148505,-0.3928626805973373,1.3104208510577988,0.6336811354979057,0.46147128278847704,0.2629355153729839,00:21:49.00
1310,1310.496,-43.71525672174269,1.1528119271801365,1582.2114175617446,0.03444882537118129,0.09727822580645161,-44.714534759521484,0.24765015345427296,-45.84453004406345,-43.033943545433786,1.2589807970943618,-0.17365193188708175,-0.27609270945171116,2.5258008632952915,0.4876874078161907,0.3577332270880877,-2.8105864986296623,00:21:50.00
1311,1311.4879999999998,-43.85057190925844,0.8400565510795962,784.4945953698838,0.0014639990404248238,0.024240801411290324,-44.17439503823557,0.19350044188960905,-51.01369377874559,-42.6614495554278,-0.14517555970588314,-0.5935449366211085,-0.08912367365906938,-0.43574048574541646,-0.11397948261223344,0.24483537404983538,-8.352244223317792,00:21:51.00
1312,1312.496,-44.41663157939911,0.8206786345690489,747.4451609315047,0.001155619761448179,0.022735595703125,-44.76963949203491,0.19989516399800777,-51.77801525592804,-43.32129740715027,-0.1958172093791627,-0.7009588217254792,-0.09695941324029411,-0.49133393290234795,-0.3994808459819339,0.2260125128593266,-8.456717848777771,00:21:52.00
1313,1313.504,-44.596132093860255,1.0225943769178083,1114.991317363337,0.01089190129254524,0.04084236391129032,-45.014560330298636,0.23075621503014718,-50.53693020728327,-43.552264182798325,0.37657963959751267,-0.70440460653277,-0.22393673402617334,0.4276251160210214,-0.39844802883670183,0.23322528091054784,-6.984666024484942,00:21:53.00
1314,1314.496,-45.39307354342553,0.9941746938613153,1002.483512183095,0.004623278021632183,0.036526587701612906,-45.85088594498173,0.21573346660983178,-50.80652864517704,-44.305030330534905,0.15629860615638183,-0.7010487058066337,-0.17611281912322044,-0.0812211274488561,-0.45042143844213967,0.2194283117300436,-6.501498314642137,00:21:54.00
1315,1315.4879999999998,-47.62133296843498,0.7667825145106162,855.9976407680804,0.0026765745170714873,0.038873487903225805,-48.290487104846584,0.24275783497479655,-51.24338654548891,-46.55980362430696,-0.23279026164236652,-0.7579959886718788,-0.048213667478728184,-0.3085356684359831,-0.5690449727445576,0.19661649472080228,-4.683582921181956,00:21:55.00
1316,1316.496,-46.348151087760925,0.7879804037511349,763.9703746130075,0.0016792642454674933,0.0325469970703125,-46.93194365501404,0.25359409069642425,-49.94892394542694,-45.36621272563934,-0.23911679383899198,-0.7122720452777976,-0.08718581365820398,-0.43121477693819255,-0.6378056451377504,0.18565122475829998,-4.582711219787598,00:21:56.00
1317,1317.504,-46.896380147626324,0.8017106729169046,842.0351658410065,0.0026486388730606243,0.03819619455645161,-47.53127854870212,0.23414625684099813,-50.46517489033361,-45.69356807585685,-0.18349208521991245,-0.7171877926794703,-0.06866416935663602,-0.30884992427158015,-0.6494864049428941,0.18683011498919444,-4.771606814476751,00:21:57.00
1318,1318.496,-46.88780630788496,0.7834120123617111,749.4028407297446,0.0014656493365163765,0.032809349798387094,-47.45797864852413,0.2230490013476341,-50.433692686019405,-46.04147289645287,-0.26149242806247697,-0.7136763429153078,-0.05746296012416197,-0.4601953471979911,-0.6234530040993989,0.18762864097778112,-4.392219789566532,00:21:58.00
1319,1319.4879999999998,-43.08210963587607,0.8799309586324999,694.2190845829545,0.0010930912589350145,0.02518586189516129,-43.453094728531376,0.2519591623736966,-48.163247508387414,-42.30762346329227,-0.11369277370681138,-0.4968234403787562,-0.13307621570539008,-0.48804175861285837,-0.2772835736106243,0.23137406962104307,-5.855624045095136,00:21:59.00
1320,1320.4809696969699,-42.999300176447086,0.8013773452151906,681.7087567047377,0.0016114552598799382,0.018525094696969696,-43.23054203842626,0.18270727642106288,-48.719742168079726,-42.340000036991,-0.20748072779250176,-0.042556915477213665,-0.10900230453802028,-0.4911096900211886,0.09095712032930131,0.3115057068960374,-6.379742131088719,00:22:00.00
1321,1321.504,-41.95428516018775,1.8347577346909432,1428.8275389092275,0.012871419267368412,0.06555569556451613,-45.135438980594756,0.4568576502703851,-35.595594098491055,-45.98146487820533,1.5578961638301982,0.4668495220274963,-0.6661780166115636,0.8802205557635302,0.6781405819770001,0.4663677511888714,10.385870779714276,00:22:01.00
1322,1322.496,-41.02341953400643,1.7750626312148186,1571.5568538893076,0.02036689328134901,0.08061365927419355,-43.86789851034841,0.6262478672208325,-32.18648442914409,-45.59441535703598,1.7214362286104576,0.885532275545045,-0.6436619817832566,1.541185058064428,0.9033597438674726,0.5315863987942663,13.407930927891885,00:22:02.00
1323,1323.4879999999998,-41.89144995904738,1.7744359583143265,1276.796846306104,0.012863887992176798,0.0731476814516129,-45.3500014274351,0.7127909094335572,-34.40267095258159,-46.45214130032447,1.457245522889294,0.806678208288182,-0.6831695927687693,0.8429264950050477,0.8499378819184678,0.5049173558766475,12.049470347742881,00:22:03.00
1324,1324.496,-44.832598090171814,1.3894716505892575,1211.6064207751795,0.008663825565236039,0.0542755126953125,-46.51677846908569,0.4016327038407326,-39.203122198581696,-46.92975306510925,0.8090044440812283,0.6082329595888982,-0.4234110826415738,0.38899652979422894,0.8923730890875752,0.44279163106670166,7.726630866527557,00:22:04.00
1325,1325.504,-47.66050215690367,0.8540569245815277,856.0569484275868,0.0029126620746307797,0.03870022681451613,-48.31230188185169,0.2641949245045262,-49.5231075902139,-47.03814414239699,-0.12241043043432646,0.38925655595440933,-0.10725577285030473,-0.2942234116261084,0.6626999869243235,0.40593350187817234,-2.4849634478169103,00:22:05.00
1326,1326.496,-41.138553619384766,2.4632759392261505,1937.4450480691169,0.031103066258853482,0.12410219254032258,-46.38741204046434,0.6913418048812497,-31.917114442394627,-46.53426004225208,2.93845156990595,0.2590669844478246,-1.0473512211209095,2.652403964321471,0.8270691157673017,0.4781177225419951,14.617145599857453,00:22:06.00
1327,1327.4879999999998,-45.94228215371409,1.3493021841972106,1297.2778338666621,0.013040157448079797,0.06982421875,-47.582197866132184,0.4340288682330039,-40.220603942871094,-46.67417760049143,0.8800245520802883,0.25320838379454313,-0.3982911916075907,0.7824776942094626,0.5290967588485382,0.43354113650815934,6.453573657620337,00:22:07.00
1328,1328.496,-45.626813769340515,1.203457297757268,1171.4990074759237,0.010476519124495098,0.050994873046875,-46.565940737724304,0.3287088773213327,-45.65374195575714,-45.216795563697815,0.5966341415117362,0.11068699859921667,-0.31323059675262666,0.4611462914694671,0.5191056155732571,0.3777065807623402,-0.43694639205932617,00:22:08.00
1329,1329.504,-44.568592563752205,1.2577004560059117,1239.6544258526137,0.010529458447689972,0.040858114919354836,-45.3249770133726,0.372763971167226,-43.08453922887002,-44.15569256198022,0.6852721435702266,-0.15699123181187583,-0.36787630484625866,0.46565180983559307,0.3821325949433903,0.34523346645797376,1.0711533331101941,00:22:09.00
1330,1330.496,-45.021231374432965,0.9881801259133124,966.7629861644448,0.003800057347923998,0.030698714717741934,-45.47283418716923,0.2595359058149399,-48.484439603744015,-43.3813968781502,0.12071013720161702,-0.16440451832218073,-0.19430022259052118,-0.17660979885715974,0.13874359003736983,0.3365038029936095,-5.103042725593813,00:22:10.00
1331,1331.4879999999998,-42.80033972955519,1.5866890900558042,1519.3816344622096,0.019257961701030932,0.06509891633064516,-44.07633443032542,0.46112502822952883,-39.21950340270996,-42.87505709740423,1.4070460915682834,-0.15916873801399908,-0.5473418764048982,1.3357746836307332,0.3074436608600111,0.3807214144377463,3.655553694694273,00:22:11.00
1332,1332.496,-42.52759039402008,1.0130018312484026,1252.4146417748295,0.02112979456614994,0.0624542236328125,-43.261730670928955,0.23970893281511962,-43.961692810058594,-41.85663878917694,0.6873296558914547,-0.07950919301433532,-0.20179560913125102,1.3200745117153552,0.1431629866938377,0.34010251393520735,-2.105054020881653,00:22:12.00
1333,1333.504,-41.9062241585024,1.2045945353325336,882.3573464198882,0.0029571849773938376,0.029186617943548387,-42.42447268578314,0.4186620469835977,-43.118770845474735,-41.47004515124905,0.3926523891425374,-0.11237120109862292,-0.34150364792511473,-0.23144880397032597,-0.0017716767187854518,0.295967258336254,-1.6487256942256805,00:22:13.00
1334,1334.496,-41.102576717253655,0.861492240140515,666.7148651310134,0.0008522506254995542,0.02217741935483871,-41.4536259558893,0.2592563444087582,-46.22045295469223,-39.8218740647839,-0.11972392609706095,-0.0809303640490808,-0.10605449016198693,-0.5003555233086692,-0.09336589309237678,0.28927322828927743,-6.398578889908329,00:22:14.00
1335,1335.4879999999998,-36.83370307184035,1.0198867436378234,611.137553522032,0.0005394813145563427,0.016412550403225805,-37.07103520054971,0.29572740605761927,-43.61621758245653,-35.14287364098333,0.11426752384211127,0.17645411265378852,-0.18524352907360134,-0.5076890821710539,-0.09798393322981197,0.31907704001493253,-8.473343941473193,00:22:15.00
1336,1336.496,-32.557726323604584,1.246799017302692,822.448926598799,0.004045444199618942,0.0266571044921875,-33.08633494377136,0.5260923702735454,-35.52309823036194,-31.245515048503876,0.6024297344204861,0.12472620703218983,-0.3672313474172786,-0.04862153802653297,0.047388424621341824,0.3480252829765985,-4.277583181858063,00:22:16.00
1337,1337.504,-34.2876041166244,0.8420645753222127,568.820223269406,0.000456431123893708,0.01868069556451613,-34.68718288790795,0.24429822400692972,-42.18665215276903,-32.94213282677435,-0.06968551983130276,0.049656624911948735,-0.09892026889611555,-0.481534345727863,-0.06545609100811146,0.31806519527105787,-9.244519325994677,00:22:17.00
1338,1338.496,-35.4165414379489,1.1823897813597033,638.1522713364413,0.0009923340506746523,0.018853956653225805,-35.80651104834772,0.26135007700612467,-41.22715906943044,-33.79976321804908,0.3544241696645962,-0.18042135814472116,-0.2874597509772728,-0.42893030322943515,-0.05563290337664774,0.3047510334301312,-7.427395851381363,00:22:18.00
1339,1339.4879999999998,-32.33383375598538,0.9111427020642066,509.07599310572135,0.000332431104447272,0.022067162298387098,-33.197292697045114,0.26523039033336027,-41.29251910794166,-30.57462483067666,0.032625152606123774,-0.10510585494044652,-0.13592172301188524,-0.4708731708155046,-0.17260140820133948,0.2956247738684076,-10.717894277264994,00:22:19.00
1340,1340.496,-29.812242329120636,1.2052450282499194,463.149082936864,0.0006489843967756315,0.017822265625,-30.525180637836456,0.38661782373674214,-40.68008381128311,-28.010297119617462,0.4212018444077481,-0.025224054996365174,-0.31053896694430105,-0.4523343424350324,-0.19679028062069942,0.29724565181258095,-12.66978669166565,00:22:20.00
1341,1341.504,-29.98629588465537,0.6245975577302517,367.2909785943807,4.8462705660401095e-05,0.01745211693548387,-30.71128906742219,0.22337242287974204,-42.82690294327274,-28.43289012293662,-0.3241473640846212,-0.033590644355343695,-0.0014385531242173232,-0.5445806042120152,-0.38103152728714057,0.28639375191777056,-14.394012820336126,00:22:21.00
1342,1342.496,-30.363860284128496,0.7343090561128431,369.36706948985494,5.434192691257434e-05,0.019058719758064516,-31.131127326719223,0.2760514554477507,-42.680123606035785,-29.133269402288622,-0.19447125415448527,-0.03731422927701796,-0.01307545729395677,-0.5413828051787114,-0.4429484150699683,0.27293715696967036,-13.546854203747165,00:22:22.00
1343,1343.4879999999998,-30.36550466475948,0.741539316792642,386.4972177622182,6.361220291564091e-05,0.017263104838709676,-31.040160394483998,0.2661507235419366,-42.38004733670142,-28.908582072104178,-0.18348759198108736,-0.21101508297472024,-0.013859723354315784,-0.5411677253174281,-0.48595329134600407,0.2611666917169862,-13.471465264597247,00:22:23.00
1344,1344.496,-31.66207766532898,0.7989207785576582,452.6986636953805,0.00014868070866214111,0.019866943359375,-32.36569541692734,0.29176064720377326,-43.61001420021057,-30.156018793582916,-0.11344358297431045,-0.19864172523370122,-0.034433370744520395,-0.5109777660193947,-0.5279013358697364,0.26167162174588354,-13.453995406627655,00:22:24.00
1345,1345.504,-33.318325657998365,0.923275827400146,616.4252308000612,0.0008878375773483347,0.029359879032258066,-34.44713481780021,0.2892902113737599,-43.6413333031439,-31.420893576837354,0.07926156642278373,-0.24447836649625623,-0.10517891362898694,-0.3606683651706335,-0.5040493261199346,0.2744185218789535,-12.220439726306546,00:22:25.00
1346,1346.496,-32.66265247714135,0.8592761514648315,656.0432853090649,0.0010226835213196013,0.032384072580645164,-34.09342778113581,0.32750367926013085,-42.21783287294449,-31.25347420477098,0.02877955957486648,-0.2277119983909658,-0.08082555783723151,-0.30644563424928567,-0.46294841653607277,0.2738214011649416,-10.964358668173514,00:22:26.00
1347,1347.4879999999998,-33.37872000663511,0.7946586455068281,563.0869640329319,0.0005201384736855905,0.03268334173387097,-34.75900047056137,0.28136556235051924,-44.48022645519626,-31.587524167953,-0.09516825850247108,-0.23383966088821265,-0.03755799840288226,-0.396233002533626,-0.49344958987906185,0.26639392994350564,-12.892702287243258,00:22:27.00
1348,1348.496,-32.196726858615875,0.8119773976504803,582.152318888677,0.00048818275126905064,0.0258636474609375,-33.113058030605316,0.30104626808315516,-44.47706198692322,-30.187036633491516,-0.05929551194197404,-0.19084357182147318,-0.04672562771875981,-0.4033239542248237,-0.4979826383939706,0.2689952737873512,-14.290025353431702,00:22:28.00
