type,start_seconds,end_seconds,start,end,duration,score,loudness_db,low_db,center_advantage_db
IMPACT,1401.6,1401.6,00:23:21.60,00:23:21.60,0.0,8.797014185122741,-42.830535888671875,-49.107635498046875,17.52386474609375
BARRAGE,1402.176,1407.136,00:23:22.18,00:23:27.14,4.960000000000036,1.3975082154604435,-47.201905592893944,-52.35835014245449,14.541458863478441
IMPACT,1402.944,1402.944,00:23:22.94,00:23:22.94,0.0,12.972718617880844,-42.24986267089844,-50.244712829589844,20.134441375732422
DRUM_RUN,1404.224,1404.224,00:23:24.22,00:23:24.22,0.0,3.2912302999487015,-54.08840560913086,-54.160911560058594,-2.1809921264648438
IMPACT,1404.64,1404.64,00:23:24.64,00:23:24.64,0.0,13.438721176468876,-39.66962432861328,-51.73662185668945,25.055850982666016
IMPACT,1405.504,1405.504,00:23:25.50,00:23:25.50,0.0,8.292698253423586,-42.66450881958008,-52.50911331176758,21.857437133789062
SWELL,1405.792,1405.792,00:23:25.79,00:23:25.79,0.0,0.0,-45.683998107910156,-55.466575622558594,22.02417755126953
SWELL,1410.944,1410.944,00:23:30.94,00:23:30.94,0.0,0.0,-52.98225784301758,-55.12749099731445,-4.2900848388671875
IMPACT,1415.232,1415.232,00:23:35.23,00:23:35.23,0.0,11.280794392167254,-47.5936279296875,-53.09116744995117,16.897491455078125
HARSH,1415.712,1415.712,00:23:35.71,00:23:35.71,0.0,20.00229421481794,-53.99694061279297,-58.051666259765625,14.781684875488281
SWELL,1416.128,1416.128,00:23:36.13,00:23:36.13,0.0,0.0,-52.710289001464844,-56.482261657714844,14.406929016113281
IMPACT,1420.16,1420.16,00:23:40.16,00:23:40.16,0.0,8.718942361731889,-44.0312385559082,-50.25170135498047,19.7689208984375
SWELL,1421.504,1421.504,00:23:41.50,00:23:41.50,0.0,0.0,-58.34619140625,-59.074615478515625,-4.466602325439453
IMPACT,1423.36,1423.36,00:23:43.36,00:23:43.36,0.0,10.568932507969238,-52.8038330078125,-57.30677795410156,10.383296966552734
SWELL,1426.496,1426.496,00:23:46.50,00:23:46.50,0.0,0.0,-52.7086296081543,-53.191253662109375,-9.393524169921875
IMPACT,1428.8,1428.8,00:23:48.80,00:23:48.80,0.0,10.362067327285553,-42.531944274902344,-47.64338684082031,18.00472640991211
RECOVERY,1430.304,1451.328,00:23:50.30,00:24:11.33,21.023999999999887,-0.17356330275028176,-48.88577088745303,-49.651856186538254,-12.602124076692757
SWELL,1431.552,1431.552,00:23:51.55,00:23:51.55,0.0,0.0,-52.11247253417969,-52.93402862548828,-5.3239288330078125
SWELL,1436.576,1436.576,00:23:56.58,00:23:56.58,0.0,0.0,-51.398292541503906,-51.868263244628906,-7.006725311279297
SWELL,1441.6,1441.6,00:24:01.60,00:24:01.60,0.0,0.0,-51.37601852416992,-52.326820373535156,-13.443077087402344
IMPACT,1444.64,1444.64,00:24:04.64,00:24:04.64,0.0,8.260498527817566,-46.22108840942383,-47.155128479003906,0.7045745849609375
SWELL,1446.688,1446.688,00:24:06.69,00:24:06.69,0.0,0.0,-53.068634033203125,-54.20408630371094,-12.921882629394531
SWELL,1451.68,1451.68,00:24:11.68,00:24:11.68,0.0,0.0,-43.720645904541016,-44.242218017578125,-16.981369018554688
IMPACT,1451.808,1451.808,00:24:11.81,00:24:11.81,0.0,10.922267781717714,-41.44432830810547,-43.59956359863281,7.034812927246094
RECOVERY,1455.616,1471.008,00:24:15.62,00:24:31.01,15.392000000000053,-0.1726148355651376,-44.51946378050998,-46.550805095815065,-20.447690568029632
SWELL,1456.768,1456.768,00:24:16.77,00:24:16.77,0.0,0.0,-45.515899658203125,-47.430274963378906,-14.707286834716797
SWELL,1461.92,1461.92,00:24:21.92,00:24:21.92,0.0,0.0,-43.641563415527344,-44.741600036621094,-20.97412109375
SWELL,1467.008,1467.008,00:24:27.01,00:24:27.01,0.0,0.0,-42.485511779785156,-43.733795166015625,-24.90019989013672
SWELL,1472.032,1472.032,00:24:32.03,00:24:32.03,0.0,0.0,-46.94628143310547,-47.23044967651367,-12.91849136352539
HARSH,1473.44,1473.44,00:24:33.44,00:24:33.44,0.0,24.493716330407533,-50.484161376953125,-55.983638763427734,12.4892578125
IMPACT,1473.44,1473.44,00:24:33.44,00:24:33.44,0.0,8.805635431803903,-50.484161376953125,-55.983638763427734,12.4892578125
IMPACT,1476.0,1476.0,00:24:36.00,00:24:36.00,0.0,17.051658389096918,-48.95721435546875,-58.19477462768555,20.63418960571289
SWELL,1477.312,1477.312,00:24:37.31,00:24:37.31,0.0,0.0,-53.44131088256836,-54.662933349609375,5.900646209716797
HARSH,1477.6,1477.6,00:24:37.60,00:24:37.60,0.0,13.550682184432178,-50.83341598510742,-54.67885971069336,8.624526977539062
IMPACT,1480.384,1480.384,00:24:40.38,00:24:40.38,0.0,10.400281307943246,-67.22321319580078,-74.56676483154297,10.454994201660156
SWELL,1482.368,1482.368,00:24:42.37,00:24:42.37,0.0,0.0,-68.39144897460938,-70.95613098144531,13.495330810546875
HARSH,1482.656,1482.656,00:24:42.66,00:24:42.66,0.0,18.633780832067323,-60.84140396118164,-72.4945297241211,25.456695556640625
IMPACT,1482.72,1482.72,00:24:42.72,00:24:42.72,0.0,16.75907285563128,-58.456668853759766,-72.39289093017578,27.220436096191406
IMPACT,1484.32,1484.32,00:24:44.32,00:24:44.32,0.0,11.886016595283298,-47.51102066040039,-53.18096923828125,35.56630325317383
HARSH,1485.792,1485.792,00:24:45.79,00:24:45.79,0.0,17.664427169486174,-62.39103317260742,-73.98102569580078,13.266082763671875
IMPACT,1485.824,1485.824,00:24:45.82,00:24:45.82,0.0,14.72023887770494,-62.40489959716797,-73.97164916992188,13.034194946289062
IMPACT,1486.816,1486.816,00:24:46.82,00:24:46.82,0.0,14.214518943447436,-50.8478889465332,-58.02574157714844,24.424373626708984
SWELL,1487.392,1487.392,00:24:47.39,00:24:47.39,0.0,0.0,-56.284019470214844,-57.5528564453125,21.431640625
IMPACT,1487.904,1487.904,00:24:47.90,00:24:47.90,0.0,8.679013805092577,-51.26232147216797,-57.354591369628906,28.491737365722656
RECOVERY,1489.856,1502.208,00:24:49.86,00:25:02.21,12.35200000000009,-0.21728338342756218,-42.170536763889274,-43.09729117462315,-10.02377362595391
SWELL,1492.416,1492.416,00:24:52.42,00:24:52.42,0.0,0.0,-54.52660369873047,-54.76327896118164,-22.70372772216797
SWELL,1497.76,1497.76,00:24:57.76,00:24:57.76,0.0,0.0,-36.64716720581055,-37.23955154418945,-12.079486846923828
SWELL,1502.784,1502.784,00:25:02.78,00:25:02.78,0.0,0.0,-53.70454788208008,-58.221248626708984,-0.4001426696777344
IMPACT,1504.032,1504.032,00:25:04.03,00:25:04.03,0.0,8.216021317367137,-42.105262756347656,-57.248451232910156,25.589332580566406
SWELL,1507.776,1507.776,00:25:07.78,00:25:07.78,0.0,0.0,-56.97808074951172,-60.20807647705078,-6.9087371826171875
IMPACT,1509.728,1509.728,00:25:09.73,00:25:09.73,0.0,11.665271045769003,-50.229286193847656,-57.97811508178711,15.39712142944336
HARSH,1509.76,1509.76,00:25:09.76,00:25:09.76,0.0,20.19585611675735,-49.73114013671875,-58.70085144042969,17.00052261352539
SWELL,1512.992,1512.992,00:25:12.99,00:25:12.99,0.0,0.0,-56.23111343383789,-56.99549102783203,-0.09191131591796875
HARSH,1515.68,1515.68,00:25:15.68,00:25:15.68,0.0,20.692760060127373,-43.46040344238281,-51.62864685058594,26.191741943359375
IMPACT,1515.68,1515.68,00:25:15.68,00:25:15.68,0.0,12.820101655502276,-43.46040344238281,-51.62864685058594,26.191741943359375
SWELL,1517.984,1517.984,00:25:17.98,00:25:17.98,0.0,0.0,-50.81595993041992,-55.04146957397461,18.867938995361328
IMPACT,1518.24,1518.24,00:25:18.24,00:25:18.24,0.0,10.27804069896237,-42.87664794921875,-56.2172737121582,29.27480697631836
IMPACT,1521.024,1521.024,00:25:21.02,00:25:21.02,0.0,13.676125465604139,-52.62767791748047,-65.62889862060547,30.02826690673828
HARSH,1521.504,1521.504,00:25:21.50,00:25:21.50,0.0,35.59061738676603,-54.14582061767578,-67.4861831665039,28.018756866455078
IMPACT,1522.336,1522.336,00:25:22.34,00:25:22.34,0.0,16.490832908328148,-54.36857604980469,-62.218963623046875,26.53929901123047
SWELL,1523.168,1523.168,00:25:23.17,00:25:23.17,0.0,0.0,-69.35989379882812,-72.4715805053711,3.0126724243164062
HARSH,1525.44,1525.44,00:25:25.44,00:25:25.44,0.0,27.819989754482922,-61.351295471191406,-65.96713256835938,19.650394439697266
IMPACT,1525.984,1525.984,00:25:25.98,00:25:25.98,0.0,17.99235448371925,-53.28685760498047,-65.91986846923828,28.494525909423828
IMPACT,1527.52,1527.52,00:25:27.52,00:25:27.52,0.0,8.307171625479675,-46.35311508178711,-65.47482299804688,36.62550735473633
SWELL,1528.224,1528.224,00:25:28.22,00:25:28.22,0.0,0.0,-47.71372985839844,-54.18052291870117,26.102691650390625
RECOVERY,1530.848,1539.0720000000001,00:25:30.85,00:25:39.07,8.22400000000016,-0.17292594799126743,-68.3906622746194,-71.22179806140042,11.227245256882306
SWELL,1533.248,1533.248,00:25:33.25,00:25:33.25,0.0,0.0,-70.94175720214844,-77.7645263671875,11.88583755493164
HARSH,1533.44,1533.44,00:25:33.44,00:25:33.44,0.0,19.973954761232605,-60.671112060546875,-74.2204360961914,23.400386810302734
IMPACT,1533.44,1533.44,00:25:33.44,00:25:33.44,0.0,10.920549123498306,-60.671112060546875,-74.2204360961914,23.400386810302734
SWELL,1539.2,1539.2,00:25:39.20,00:25:39.20,0.0,0.0,-72.9842758178711,-74.0212173461914,17.159576416015625
IMPACT,1539.904,1539.904,00:25:39.90,00:25:39.90,0.0,17.70525880303525,-40.964134216308594,-47.43888473510742,48.72540855407715
IMPACT,1541.6,1541.6,00:25:41.60,00:25:41.60,0.0,14.283620998825157,-36.2814826965332,-38.885189056396484,43.452674865722656
HARSH,1541.792,1541.792,00:25:41.79,00:25:41.79,0.0,26.2926258119085,-50.51113510131836,-57.954097747802734,27.538742065429688
IMPACT,1543.84,1543.84,00:25:43.84,00:25:43.84,0.0,8.189051117333486,-33.280826568603516,-37.75987243652344,29.135604858398438
SWELL,1544.288,1544.288,00:25:44.29,00:25:44.29,0.0,0.0,-41.35474395751953,-42.7641716003418,21.261404037475586
SWELL,1549.312,1549.312,00:25:49.31,00:25:49.31,0.0,0.0,-34.72154235839844,-35.9981575012207,-16.734683990478516
SWELL,1554.304,1554.304,00:25:54.30,00:25:54.30,0.0,0.0,-35.919898986816406,-39.491050720214844,13.38956069946289
HARSH,1554.784,1554.784,00:25:54.78,00:25:54.78,0.0,14.468983428215633,-36.374656677246094,-40.70090866088867,14.225074768066406
SWELL,1559.488,1559.488,00:25:59.49,00:25:59.49,0.0,0.0,-34.8061408996582,-35.62562942504883,1.6565284729003906
HARSH,1562.528,1562.528,00:26:02.53,00:26:02.53,0.0,18.56356415128253,-39.79423141479492,-46.29220962524414,17.160701751708984
IMPACT,1562.528,1562.528,00:26:02.53,00:26:02.53,0.0,10.183607835374008,-39.79423141479492,-46.29220962524414,17.160701751708984
SWELL,1564.576,1564.576,00:26:04.58,00:26:04.58,0.0,0.0,-38.9315185546875,-39.24753189086914,-13.162384033203125
IMPACT,1566.144,1566.144,00:26:06.14,00:26:06.14,0.0,8.221676643816576,-33.877986907958984,-41.753318786621094,19.675804138183594
IMPACT,1568.48,1568.48,00:26:08.48,00:26:08.48,0.0,8.502503414863089,-31.769977569580078,-36.029136657714844,29.489355087280273
SWELL,1569.6,1569.6,00:26:09.60,00:26:09.60,0.0,0.0,-45.937191009521484,-47.82658004760742,15.724311828613281
HARSH,1569.824,1569.824,00:26:09.82,00:26:09.82,0.0,19.770912259291645,-44.953521728515625,-52.25627136230469,16.597976684570312
IMPACT,1569.824,1569.824,00:26:09.82,00:26:09.82,0.0,8.498489349373669,-44.953521728515625,-52.25627136230469,16.597976684570312
IMPACT,1571.264,1571.264,00:26:11.26,00:26:11.26,0.0,15.480204574754806,-45.02119445800781,-47.317203521728516,7.421146392822266
IMPACT,1572.128,1572.128,00:26:12.13,00:26:12.13,0.0,10.741241408563615,-32.07538986206055,-42.47260284423828,23.5386962890625
SWELL,1574.816,1574.816,00:26:14.82,00:26:14.82,0.0,0.0,-26.50425148010254,-26.894805908203125,-12.439937591552734
SWELL,1579.872,1579.872,00:26:19.87,00:26:19.87,0.0,0.0,-28.992259979248047,-29.528606414794922,-3.505544662475586
IMPACT,1582.752,1582.752,00:26:22.75,00:26:22.75,0.0,9.420551967060753,-27.088964462280273,-28.56110382080078,10.376550674438477
SWELL,1584.864,1584.864,00:26:24.86,00:26:24.86,0.0,0.0,-24.743635177612305,-25.193923950195312,-10.972602844238281
SWELL,1589.92,1589.92,00:26:29.92,00:26:29.92,0.0,0.0,-29.263538360595703,-29.707664489746094,-4.647586822509766
SWELL,1595.04,1595.04,00:26:35.04,00:26:35.04,0.0,0.0,-30.397844314575195,-30.630216598510742,-5.835737228393555
IMPACT,1597.056,1597.056,00:26:37.06,00:26:37.06,0.0,19.24463924023497,-27.464900970458984,-28.925628662109375,-5.666511535644531
SWELL,1600.128,1600.128,00:26:40.13,00:26:40.13,0.0,0.0,-38.6197509765625,-38.97908020019531,0.14831161499023438
SWELL,1605.44,1605.44,00:26:45.44,00:26:45.44,0.0,0.0,-52.958274841308594,-53.526798248291016,4.156085968017578
IMPACT,1607.2,1607.2,00:26:47.20,00:26:47.20,0.0,9.639833615327442,-40.42536926269531,-47.835670471191406,23.52725601196289
HARSH,1607.36,1607.36,00:26:47.36,00:26:47.36,0.0,14.037734603200606,-45.31193161010742,-52.28063201904297,20.456275939941406
SWELL,1610.816,1610.816,00:26:50.82,00:26:50.82,0.0,0.0,-45.089073181152344,-51.946876525878906,14.73953628540039
SWELL,1616.0,1616.0,00:26:56.00,00:26:56.00,0.0,0.0,-56.41339111328125,-56.86430358886719,1.9906349182128906
HARSH,1616.736,1616.736,00:26:56.74,00:26:56.74,0.0,15.670841082253556,-49.85793685913086,-56.34464645385742,20.275543212890625
IMPACT,1616.736,1616.736,00:26:56.74,00:26:56.74,0.0,13.254205298734117,-49.85793685913086,-56.34464645385742,20.275543212890625
RECOVERY,1618.08,1623.584,00:26:58.08,00:27:03.58,5.504000000000133,-0.21919290542933284,-54.95154001520968,-56.64516764673694,5.134992774875685
SWELL,1621.312,1621.312,00:27:01.31,00:27:01.31,0.0,0.0,-59.59088897705078,-60.549644470214844,-0.47127532958984375
IMPACT,1625.472,1625.472,00:27:05.47,00:27:05.47,0.0,10.818819209348694,-43.185916900634766,-46.79680633544922,25.665924072265625
SWELL,1626.56,1626.56,00:27:06.56,00:27:06.56,0.0,0.0,-46.72182083129883,-53.18488693237305,23.695831298828125
SWELL,1631.552,1631.552,00:27:11.55,00:27:11.55,0.0,0.0,-45.051170349121094,-45.19740295410156,21.81118392944336
IMPACT,1635.072,1635.072,00:27:15.07,00:27:15.07,0.0,12.336988201002214,-49.12108612060547,-53.45116424560547,14.822223663330078
HARSH,1635.168,1635.168,00:27:15.17,00:27:15.17,0.0,18.738103838019203,-47.71458053588867,-53.59214782714844,18.000816345214844
IMPACT,1636.416,1636.416,00:27:16.42,00:27:16.42,0.0,8.519696969383398,-49.886573791503906,-53.35873031616211,12.27103042602539
SWELL,1636.576,1636.576,00:27:16.58,00:27:16.58,0.0,0.0,-48.954185485839844,-49.69291305541992,14.451484680175781
SWELL,1641.632,1641.632,00:27:21.63,00:27:21.63,0.0,0.0,-55.317474365234375,-55.64776611328125,0.38368988037109375
RECOVERY,1644.32,1649.44,00:27:24.32,00:27:29.44,5.120000000000118,-0.19069855054552204,-54.52901581947848,-54.934355812783565,6.132866000536806
SWELL,1646.656,1646.656,00:27:26.66,00:27:26.66,0.0,0.0,-56.16899871826172,-56.631160736083984,7.067562103271484
IMPACT,1651.456,1651.456,00:27:31.46,00:27:31.46,0.0,9.910297846645443,-57.466392517089844,-60.61069869995117,14.272659301757812
SWELL,1651.648,1651.648,00:27:31.65,00:27:31.65,0.0,0.0,-58.627525329589844,-59.209922790527344,7.575923919677734
IMPACT,1653.056,1653.056,00:27:33.06,00:27:33.06,0.0,9.426916298531188,-46.372230529785156,-54.74493408203125,25.4739990234375
IMPACT,1654.048,1654.048,00:27:34.05,00:27:34.05,0.0,11.826478763808808,-43.50273895263672,-54.375701904296875,29.34587860107422
IMPACT,1655.0720000000001,1655.0720000000001,00:27:35.07,00:27:35.07,0.0,9.876692788706322,-57.61956787109375,-59.8717041015625,13.05364990234375
SWELL,1656.8,1656.8,00:27:36.80,00:27:36.80,0.0,0.0,-59.095035552978516,-60.021053314208984,6.3426513671875
HARSH,1656.896,1656.896,00:27:36.90,00:27:36.90,0.0,22.59907588801914,-50.63785171508789,-59.08238983154297,21.86139678955078
IMPACT,1656.896,1656.896,00:27:36.90,00:27:36.90,0.0,15.517551647864039,-50.63785171508789,-59.08238983154297,21.86139678955078
IMPACT,1661.536,1661.536,00:27:41.54,00:27:41.54,0.0,12.556905756260498,-38.13551330566406,-46.84638977050781,36.28912925720215
HARSH,1661.92,1661.92,00:27:41.92,00:27:41.92,0.0,20.176627724873047,-55.1628532409668,-61.2696533203125,19.24764633178711
SWELL,1662.08,1662.08,00:27:42.08,00:27:42.08,0.0,0.0,-53.021385192871094,-62.08008575439453,22.567642211914062
IMPACT,1662.592,1662.592,00:27:42.59,00:27:42.59,0.0,11.944355904805512,-52.87405014038086,-60.34696960449219,19.507266998291016
IMPACT,1663.904,1663.904,00:27:43.90,00:27:43.90,0.0,10.18981104638067,-54.654579162597656,-60.18292999267578,19.03079605102539
HARSH,1665.6,1665.6,00:27:45.60,00:27:45.60,0.0,17.345705434024712,-55.009037017822266,-59.16386032104492,17.946029663085938
IMPACT,1665.6,1665.6,00:27:45.60,00:27:45.60,0.0,17.068118044599736,-55.009037017822266,-59.16386032104492,17.946029663085938
SWELL,1667.424,1667.424,00:27:47.42,00:27:47.42,0.0,0.0,-59.92778015136719,-60.609134674072266,3.51275634765625
IMPACT,1668.096,1668.096,00:27:48.10,00:27:48.10,0.0,9.872053318787449,-44.661476135253906,-47.45934295654297,27.33298110961914
IMPACT,1669.856,1669.856,00:27:49.86,00:27:49.86,0.0,9.485520458283409,-42.826900482177734,-51.17876434326172,24.81390380859375
SWELL,1672.672,1672.672,00:27:52.67,00:27:52.67,0.0,0.0,-55.87810516357422,-56.73154830932617,11.285789489746094
IMPACT,1676.0,1676.0,00:27:56.00,00:27:56.00,0.0,10.342052518831657,-42.78318405151367,-51.942832946777344,26.194889068603516
SWELL,1677.696,1677.696,00:27:57.70,00:27:57.70,0.0,0.0,-53.714324951171875,-54.78944778442383,13.527130126953125
RECOVERY,1678.528,1705.568,00:27:58.53,00:28:25.57,27.039999999999964,-0.19143328143793417,-48.369020356197424,-51.7993187842431,2.155817430444422
SWELL,1682.784,1682.784,00:28:02.78,00:28:02.78,0.0,0.0,-50.763877868652344,-51.764427185058594,-0.4023246765136719
SWELL,1687.808,1687.808,00:28:07.81,00:28:07.81,0.0,0.0,-45.23284912109375,-47.3062858581543,1.5038986206054688
SWELL,1692.896,1692.896,00:28:12.90,00:28:12.90,0.0,0.0,-41.89161682128906,-46.1014518737793,0.2046661376953125
SWELL,1697.888,1697.888,00:28:17.89,00:28:17.89,0.0,0.0,-45.82542419433594,-48.22901153564453,1.3994331359863281
SWELL,1702.88,1702.88,00:28:22.88,00:28:22.88,0.0,0.0,-52.63579559326172,-56.161495208740234,-4.010272979736328
IMPACT,1707.072,1707.072,00:28:27.07,00:28:27.07,0.0,15.95765832675989,-40.25649642944336,-51.609378814697266,35.15765190124512
SWELL,1707.872,1707.872,00:28:27.87,00:28:27.87,0.0,0.0,-64.25543975830078,-67.13945007324219,9.529678344726562
BARRAGE,1707.904,1711.008,00:28:27.90,00:28:31.01,3.104000000000042,1.1771687561746198,-48.66769922996054,-55.191694765674825,30.11036491394043
DRUM_RUN,1708.992,1708.992,00:28:28.99,00:28:28.99,0.0,2.8856820673812535,-42.332550048828125,-49.495182037353516,36.188520431518555
HARSH,1709.184,1709.184,00:28:29.18,00:28:29.18,0.0,30.645773067208577,-61.106571197509766,-67.99322509765625,18.477825164794922
IMPACT,1709.184,1709.184,00:28:29.18,00:28:29.18,0.0,10.60448443983816,-61.106571197509766,-67.99322509765625,18.477825164794922
HARSH,1712.384,1712.384,00:28:32.38,00:28:32.38,0.0,21.74760332270752,-61.86713409423828,-68.16744232177734,16.077926635742188
IMPACT,1712.416,1712.416,00:28:32.42,00:28:32.42,0.0,12.498288702973973,-61.8862190246582,-68.29534912109375,16.320030212402344
SWELL,1713.216,1713.216,00:28:33.22,00:28:33.22,0.0,0.0,-53.16617965698242,-57.77497863769531,30.258102416992188
IMPACT,1714.432,1714.432,00:28:34.43,00:28:34.43,0.0,12.98051536977901,-39.29169845581055,-54.70935821533203,42.19821548461914
IMPACT,1715.2,1715.2,00:28:35.20,00:28:35.20,0.0,9.929914393340294,-53.04008865356445,-56.79095458984375,31.243297576904297
HARSH,1715.36,1715.36,00:28:35.36,00:28:35.36,0.0,18.585382131878042,-53.886993408203125,-59.1236686706543,29.43276596069336
RECOVERY,1717.088,1723.84,00:28:37.09,00:28:43.84,6.751999999999953,-0.18092426111193835,-66.47522764385872,-69.07174671820874,10.936499577648235
SWELL,1718.208,1718.208,00:28:38.21,00:28:38.21,0.0,0.0,-67.59663391113281,-70.97102355957031,13.855514526367188
SWELL,1723.2,1723.2,00:28:43.20,00:28:43.20,0.0,0.0,-67.4528579711914,-70.48871612548828,9.544593811035156
IMPACT,1724.192,1724.192,00:28:44.19,00:28:44.19,0.0,8.916316958405812,-48.73615264892578,-56.48596954345703,29.6348876953125
HARSH,1724.48,1724.48,00:28:44.48,00:28:44.48,0.0,17.444401608225252,-58.44587326049805,-69.1949234008789,20.500320434570312
IMPACT,1727.936,1727.936,00:28:47.94,00:28:47.94,0.0,12.445697850657146,-63.72392654418945,-70.4075698852539,16.245086669921875
HARSH,1728.064,1728.064,00:28:48.06,00:28:48.06,0.0,22.061442381478418,-64.91057586669922,-69.26935577392578,13.656684875488281
SWELL,1728.224,1728.224,00:28:48.22,00:28:48.22,0.0,0.0,-64.1373291015625,-66.22358703613281,5.9659271240234375
IMPACT,1729.472,1729.472,00:28:49.47,00:28:49.47,0.0,22.764639588471017,-42.027984619140625,-48.062477111816406,29.817039489746094
IMPACT,1732.192,1732.192,00:28:52.19,00:28:52.19,0.0,17.31010646714106,-35.933746337890625,-40.035400390625,33.62704277038574
RECOVERY,1732.896,1748.064,00:28:52.90,00:29:08.06,15.16800000000012,-0.19958645509683404,-51.55330550570448,-54.01861346268854,0.3096965341007008
SWELL,1733.44,1733.44,00:28:53.44,00:28:53.44,0.0,0.0,-60.69778823852539,-62.43907928466797,3.496143341064453
SWELL,1738.464,1738.464,00:28:58.46,00:28:58.46,0.0,0.0,-55.75162887573242,-57.71577835083008,0.3512725830078125
SWELL,1743.68,1743.68,00:29:03.68,00:29:03.68,0.0,0.0,-45.41947937011719,-48.357330322265625,-2.8868141174316406
SWELL,1748.864,1748.864,00:29:08.86,00:29:08.86,0.0,0.0,-36.50840759277344,-41.981807708740234,4.799156188964844
RECOVERY,1750.848,1757.6,00:29:10.85,00:29:17.60,6.751999999999953,-0.22184720361650453,-42.54958928306148,-45.731393850074625,0.25550077546317623
SWELL,1754.208,1754.208,00:29:14.21,00:29:14.21,0.0,0.0,-43.68773651123047,-45.16014099121094,-1.0485801696777344
HARSH,1758.752,1758.752,00:29:18.75,00:29:18.75,0.0,14.939758195598886,-47.12162780761719,-52.73904800415039,5.0941162109375
HIGH_LOAD,1759.008,1765.888,00:29:19.01,00:29:25.89,6.879999999999882,0.5884698830702971,-49.05023451204653,-55.64198395057961,20.01509635536759
SWELL,1759.328,1759.328,00:29:19.33,00:29:19.33,0.0,0.0,-49.01224136352539,-50.81009292602539,-2.9753684997558594
BARRAGE,1759.616,1766.336,00:29:19.62,00:29:26.34,6.720000000000027,1.6678956949032566,-49.62288412663609,-56.40112013613443,21.803834842844598
IMPACT,1759.84,1759.84,00:29:19.84,00:29:19.84,0.0,11.753917485906799,-42.12227249145508,-47.84739685058594,14.246612548828125
IMPACT,1760.736,1760.736,00:29:20.74,00:29:20.74,0.0,27.881896026034223,-38.571815490722656,-46.53704071044922,27.30638885498047
IMPACT,1762.176,1762.176,00:29:22.18,00:29:22.18,0.0,11.65022012949326,-59.53752517700195,-62.87986755371094,13.286453247070312
DRUM_RUN,1762.72,1762.72,00:29:22.72,00:29:22.72,0.0,3.1197648281714594,-38.41161346435547,-49.798484802246094,38.1170654296875
IMPACT,1763.232,1763.232,00:29:23.23,00:29:23.23,0.0,8.195920157061911,-49.51149368286133,-66.21235656738281,26.371170043945312
SWELL,1764.416,1764.416,00:29:24.42,00:29:24.42,0.0,0.0,-43.85417556762695,-48.587154388427734,32.95716094970703
HARSH,1765.152,1765.152,00:29:25.15,00:29:25.15,0.0,30.483413313054736,-58.258575439453125,-65.59202575683594,19.458961486816406
IMPACT,1765.472,1765.472,00:29:25.47,00:29:25.47,0.0,13.155959681156697,-46.50404357910156,-53.479530334472656,32.11500549316406
SWELL,1769.472,1769.472,00:29:29.47,00:29:29.47,0.0,0.0,-45.358028411865234,-45.74458312988281,4.5452423095703125
IMPACT,1769.6,1769.6,00:29:29.60,00:29:29.60,0.0,11.922649162053817,-42.87922668457031,-45.20623016357422,11.953231811523438
RECOVERY,1771.072,1778.08,00:29:31.07,00:29:38.08,7.008000000000038,-0.2082946589226893,-43.440477076443756,-43.8436335997148,4.104671530290084
SWELL,1774.56,1774.56,00:29:34.56,00:29:34.56,0.0,0.0,-43.46021270751953,-43.86107635498047,5.014804840087891
IMPACT,1778.848,1778.848,00:29:38.85,00:29:38.85,0.0,8.523113932419738,-37.459747314453125,-39.41879653930664,15.141407012939453
SWELL,1779.648,1779.648,00:29:39.65,00:29:39.65,0.0,0.0,-37.96446228027344,-38.361366271972656,2.3983078002929688
IMPACT,1781.824,1781.824,00:29:41.82,00:29:41.82,0.0,12.30096203982979,-39.889503479003906,-42.31929397583008,11.267955780029297
IMPACT,1782.624,1782.624,00:29:42.62,00:29:42.62,0.0,8.523938914942544,-38.512184143066406,-40.4276123046875,7.457248687744141
SWELL,1784.64,1784.64,00:29:44.64,00:29:44.64,0.0,0.0,-42.82830810546875,-43.19370651245117,1.0652580261230469
SWELL,1789.696,1789.696,00:29:49.70,00:29:49.70,0.0,0.0,-40.86646270751953,-41.606781005859375,8.954273223876953
IMPACT,1790.112,1790.112,00:29:50.11,00:29:50.11,0.0,11.892039037155648,-37.82994842529297,-42.40596389770508,17.606313705444336
RECOVERY,1792.256,1798.944,00:29:52.26,00:29:58.94,6.6879999999998745,-0.22339207657673057,-47.01429087320964,-49.54507489885603,5.317059925624302
SWELL,1794.784,1794.784,00:29:54.78,00:29:54.78,0.0,0.0,-39.87535095214844,-42.35835647583008,3.7736473083496094
IMPACT,1796.064,1796.064,00:29:56.06,00:29:56.06,0.0,11.8721911083975,-48.240684509277344,-49.52003479003906,4.803592681884766
IMPACT,1798.336,1798.336,00:29:58.34,00:29:58.34,0.0,9.233562973810956,-56.70005798339844,-64.4975814819336,3.234661102294922
IMPACT,1799.328,1799.328,00:29:59.33,00:29:59.33,0.0,8.836734319393095,-55.56452941894531,-62.65825271606445,1.34185791015625
SWELL,1799.872,1799.872,00:29:59.87,00:29:59.87,0.0,0.0,-53.09253692626953,-59.85233688354492,2.2848968505859375
IMPACT,1801.184,1801.184,00:30:01.18,00:30:01.18,0.0,12.355902855272385,-60.57804489135742,-64.90201568603516,15.316219329833984
