second,rms_db,onset,impact,harsh,swell,load,timestamp
852,-30.980104,0.9484097,0.2812560501431078,-0.10635749554586707,-0.105084784,0.1144612830044173,00:14:12.00
853,-31.407896,1.0657985,0.6923148715863834,0.6090191518575473,-1.3709337,0.6305903683239902,00:14:13.00
854,-37.227943,0.95154715,0.42354416692625646,0.48578792515288494,0.64303356,0.42350804872248105,00:14:14.00
855,-29.174067,1.3309002,1.085393074313598,0.7789947516709476,-0.70954996,0.9410588638095112,00:14:15.00
856,-39.93425,0.67300797,-0.13199307024797904,-0.006924818405012095,-1.6314846,-0.09987556170515612,00:14:16.00
857,-40.87432,0.60138345,-0.34397213009297667,-0.24282677109238363,-0.34008375,-0.3106917162765917,00:14:17.00
858,-39.18254,0.86739695,0.20015342282958623,0.16370488282086346,-0.29022136,0.1594342817860338,00:14:18.00
859,-41.409348,0.7372695,0.039058168247537335,0.8143550332513142,-0.87480944,0.3844297112050402,00:14:19.00
860,-42.16392,0.6153143,-0.32221854776526604,-0.056490212152153184,-0.0043719145,-0.2100296671709047,00:14:20.00
861,-35.164726,1.2413387,0.6489517085859834,0.23404975286084628,2.2654145,0.47562313933543304,00:14:21.00
862,-32.41044,1.434318,1.0005374622087735,0.5229908089325596,-0.6745959,0.8000427553934977,00:14:22.00
863,-39.72898,0.9433276,0.16080069833960814,0.14502453549823183,-2.4545438,0.1497160462036613,00:14:23.00
864,-44.445652,0.5631254,-0.5668833149323678,-0.5896045015441025,-0.038166575,-0.5854754187182744,00:14:24.00
865,-34.818985,1.3851707,0.8085355873289051,0.10589809691641233,3.18266,0.5185229600111761,00:14:25.00
866,-29.494501,1.7308568,1.5240831556338652,0.7938365209149808,0.42084706,1.2195341720883217,00:14:26.00
867,-28.931664,1.7265593,1.3845023318701783,0.4315756392919561,1.049445,0.9962865059661886,00:14:27.00
868,-26.659756,1.8870251,1.6594167470077306,0.5803834231728623,0.63158476,1.2227771196962545,00:14:28.00
869,-28.849731,1.8184937,1.6660065807399853,1.0747388923651144,-0.3061977,1.4318386336571636,00:14:29.00
870,-31.943123,1.8122587,1.6131077387023465,0.8903970422296363,0.09371458,1.3104319450713664,00:14:30.00
871,-30.779512,1.8402747,1.6442867407068447,0.7765706328417679,0.4608039,1.2837066301213973,00:14:31.00
872,-30.967134,1.5088185,1.194577949675983,0.5720263850501607,0.33475563,0.9293424319497401,00:14:32.00
873,-32.06226,1.8159356,1.6068012688849764,0.8022387781904495,0.5274939,1.2673285014634497,00:14:33.00
874,-34.020916,1.229742,0.6192238103407557,0.15805121232120437,0.14845866,0.42709381379142486,00:14:34.00
875,-27.54761,2.1793854,2.0719052603262362,0.7597770863275705,1.5583377,1.5364395994869329,00:14:35.00
876,-25.995476,1.9465231,1.7175278121194117,0.49013453570555077,1.1469264,1.22062210617362,00:14:36.00
877,-26.027489,2.0016453,1.831624272602463,0.6140009436632407,-0.10934927,1.335399964651886,00:14:37.00
878,-32.54654,1.5391359,1.163215360999637,0.5231079732345552,-2.6030457,0.895261401080849,00:14:38.00
879,-44.039604,0.60095525,-0.4839990316680405,-0.48861264050789033,-1.3765563,-0.49427746986532745,00:14:39.00
880,-39.294033,1.0331298,0.2120040300447983,-0.17089317416946662,2.3903656,0.051413213378483834,00:14:40.00
881,-31.162317,1.5117819,1.19728527612384,0.6480667592567534,-1.0265013,0.967820056782146,00:14:41.00
882,-42.739803,0.621294,-0.46162995816116953,-0.5074287445640416,-1.5958015,-0.48523322184410933,00:14:42.00
883,-41.826447,0.6299455,-0.4433953944779723,-0.5150854155678075,-0.2186246,-0.478215035210625,00:14:43.00
884,-41.199852,0.62187004,-0.41232107173027277,-0.40444727766663574,-0.30995548,-0.41402869633022593,00:14:44.00
885,-40.64894,0.6225217,-0.41581192687977436,-0.4136446011564727,-0.36724365,-0.41760963939241685,00:14:45.00
886,-40.352665,0.8120757,-0.03412375973688098,-0.10347320439310918,-0.14757939,-0.07568173223679948,00:14:46.00
887,-40.530117,0.88492423,0.0966392596460049,0.040371090792719194,-0.068027705,0.061456855637826796,00:14:47.00
888,-37.76939,1.2541693,0.6625110439658973,0.17177160608176692,1.4724003,0.44996784429540465,00:14:48.00
889,-30.508814,1.003357,0.43863926507605844,0.0893306847449329,0.09486689,0.2832565693550472,00:14:49.00
890,-34.511425,0.7480387,-0.039728105466799946,-0.08969438538937032,-0.44115975,-0.06550581703165315,00:14:50.00
891,-31.261679,1.166051,0.5683366845444855,0.03311939556669806,-0.18545254,0.3480920654573184,00:14:51.00
892,-38.725544,0.7249474,-0.17234223745116156,-0.1903091488740668,-1.3402417,-0.18520583558314466,00:14:52.00
893,-38.36347,0.65721303,-0.3711597134219054,-0.4781171996849861,-0.16565421,-0.4131243772221528,00:14:53.00
894,-37.29345,0.82711864,-0.012672953519535131,-0.19519766872127498,-0.15855263,-0.0932935840025355,00:14:54.00
895,-37.359947,0.70571876,-0.20071805640563933,-0.2750062907217025,-0.17189103,-0.23556710102863765,00:14:55.00
896,-36.927975,0.85919005,0.12723444833185363,0.08140116689485552,-0.025186408,0.09749723601475767,00:14:56.00
897,-35.777676,1.7876936,1.4334531284661614,0.5170667796865464,0.46776292,1.0526687674518598,00:14:57.00
898,-34.59517,1.1931889,0.6426289262325845,0.24390287862874144,-0.26683637,0.46744804099026077,00:14:58.00
899,-38.019783,0.80930215,-0.04298150661576465,-0.18344609222336997,-0.5108654,-0.10840126072088593,00:14:59.00
900,-36.901268,0.6720528,-0.27973385337159384,-0.3871566630622735,-0.16530177,-0.3280149914502665,00:15:00.00
901,-37.30519,0.68611085,-0.26016152725830943,-0.3493371306010566,-0.51165354,-0.3000131299084694,00:15:01.00
902,-37.525307,0.68431383,-0.2294088407380879,-0.2799487449940744,-0.28306973,-0.2567944672879018,00:15:02.00
903,-37.439346,0.71027136,-0.17667071841958196,-0.24527665384448688,-0.17638856,-0.21207254272107956,00:15:03.00
904,-36.17508,0.7802832,-0.047645158428386486,-0.22170104956774395,0.1485911,-0.1304351670067855,00:15:04.00
905,-34.610344,0.92029446,0.1427539660391821,-0.21284543378145349,0.28296858,-0.009746812139088866,00:15:05.00
906,-32.274883,0.7214504,-0.07313689018299646,-0.12916082099342477,0.11267254,-0.09698736493912963,00:15:06.00
907,-33.828545,0.6930339,-0.14527517492164208,-0.17873779257310937,-0.91387945,-0.16417537279414582,00:15:07.00
908,-35.15196,0.7650528,-0.06141973425938262,-0.1009103903454181,0.13268144,-0.07864050079795747,00:15:08.00
909,-31.868988,0.7581802,-0.020784853437437488,-0.12177618959560352,0.7011838,-0.06421983394616307,00:15:09.00
910,-28.428442,0.79856694,0.09783084601129785,-0.09943680272384062,0.3000592,0.014399685077551938,00:15:10.00
911,-28.357298,0.73648196,0.009218290099167897,-0.1555765952732592,-0.24558052,-0.06330375440394038,00:15:11.00
912,-30.452423,0.87454623,0.17241149950415502,-0.13329377700860928,-0.65932024,0.03712031606845259,00:15:12.00
913,-32.873142,0.84367645,0.08649484629139316,-0.07494003536759643,-0.72805536,0.01731123902738467,00:15:13.00
914,-33.41286,0.8443152,0.0945686342223135,-0.008728259249930329,0.20944676,0.04859048120826997,00:15:14.00
915,-31.065586,0.72657627,-0.031672991477709675,-0.16976398400339252,-0.113956876,-0.10103819317934808,00:15:15.00
916,-32.952217,0.8253979,0.07124664078903882,-0.09767108790580532,-0.93215036,-0.006997983704940642,00:15:16.00
917,-36.366234,0.82497483,0.10605730475681721,0.22497681294635388,-0.67499495,0.14868184955246885,00:15:17.00
918,-36.18867,0.7761031,0.006480815666302788,0.09551305128776848,-0.051218554,0.0384889604734772,00:15:18.00
919,-35.27961,0.8933157,0.19862252010401085,0.21510601167849483,-0.18271829,0.20197671346188806,00:15:19.00
920,-36.22365,0.8068995,0.04830783018103222,0.1273509628116117,-0.48501524,0.07672597224375247,00:15:20.00
921,-37.34935,0.8665319,0.1513039687890936,0.2340838598780084,-0.70204544,0.17894570654509312,00:15:21.00
922,-39.30073,0.72891766,-0.11680282965807225,0.027393173439320507,-0.66537243,-0.06393845465254494,00:15:22.00
923,-39.768993,0.7805646,0.02167581040449594,0.2151212482652035,-0.35812223,0.08986173556336269,00:15:23.00
924,-40.240284,0.6885547,-0.13764843615492542,0.06385503133012692,-0.7649048,-0.06726398756472225,00:15:24.00
925,-42.034206,0.6747604,-0.20949676329695463,-0.03351903581919049,-0.44607523,-0.15043444995732183,00:15:25.00
926,-40.48932,0.6787781,-0.20221590852360186,-0.11657834239378494,-0.07074977,-0.18112950987684961,00:15:26.00
927,-39.60279,0.68659985,-0.1530556085808538,-0.028336575167255663,-0.21305022,-0.11494874495980678,00:15:27.00
928,-39.607506,0.99286216,0.2935355301480647,0.20417272721933696,0.04718633,0.24415436519591405,00:15:28.00
929,-33.981796,1.1692015,0.548736838010212,0.22356539117612106,2.311365,0.41487591082777053,00:15:29.00
930,-30.23172,1.1337094,0.5424689622506828,0.396327435357329,-0.4560645,0.4962488516634485,00:15:30.00
931,-31.822104,1.3301643,0.8537913896539903,0.4157311519701689,0.5096187,0.6740402510561477,00:15:31.00
932,-29.915026,2.0636218,2.1325253072253205,1.7401009616729637,0.6435914,1.9788455436615737,00:15:32.00
933,-31.40993,1.7894803,1.637282569222653,1.1987338756117796,0.2972952,1.453524597739705,00:15:33.00
934,-28.535912,1.3180162,0.9088275493342998,0.7989004678690433,0.057220843,0.8740130434606694,00:15:34.00
935,-33.39122,1.5663114,1.181437402243151,0.5688588849704131,-1.7574894,0.9292665064268314,00:15:35.00
936,-44.680744,0.66226727,-0.2170588043840688,0.015879307454141223,-0.21767685,-0.14305215641831442,00:15:36.00
937,-32.294907,1.438861,1.008255434319914,0.40592364307556744,1.6194702,0.7563881291522581,00:15:37.00
938,-33.422024,1.9305668,1.864983459818369,0.9906521960161756,-0.2720026,1.4860173484052097,00:15:38.00
939,-39.043873,1.147055,0.6767430740025459,0.7757805806519776,-1.0699972,0.701061359718031,00:15:39.00
940,-33.718918,1.5172762,1.1363684649237147,0.49278997913011424,0.8531456,0.8629174765506001,00:15:40.00
941,-42.810402,0.77252847,0.04476059513179982,0.40283297212300306,-1.9943669,0.17153495927382645,00:15:41.00
942,-41.492893,0.9079172,0.20347128408720658,0.17493696412779947,0.121240616,0.16791601894517807,00:15:42.00
943,-41.00473,0.9891343,0.35520041104966044,0.4390309803812862,1.7394642,0.37138138336520826,00:15:43.00
944,-30.94611,1.665588,1.3408738794976178,0.5586632084008237,0.5146768,1.0213363722036002,00:15:44.00
945,-34.36685,1.5038172,1.3048355524150983,1.3302446388469196,-1.1615407,1.3027106206058043,00:15:45.00
946,-41.925488,0.83908224,0.1011429794784873,0.25843388064603534,-1.8617518,0.14831420309383897,00:15:46.00
947,-45.12951,0.6496772,-0.21581271517818854,0.07129520408456125,-0.6165091,-0.12062144201330008,00:15:47.00
948,-44.54526,0.6215361,-0.29781189656956214,-0.017333385367658414,-0.35334203,-0.19430552081147442,00:15:48.00
949,-43.46056,0.64116627,-0.2606754455899914,-0.01976064940617924,1.2200726,-0.1718101015332718,00:15:49.00
950,-31.670887,1.2840685,0.6721687893449867,0.24304695549296754,0.87248355,0.5083732987257185,00:15:50.00
951,-39.1129,0.84441143,0.06775526512854323,0.13319535854981182,-1.7692598,0.08941560994980316,00:15:51.00
952,-40.97056,0.6953249,-0.17363569730262818,-0.009079758628022684,-0.7224845,-0.11520522879098723,00:15:52.00
953,-42.040886,0.68095076,-0.24136288825435526,-0.09139288127228021,-0.53836846,-0.1886757360167134,00:15:53.00
954,-42.37238,0.6671247,-0.3049496780944587,-0.2450446614190325,-0.01125999,-0.2895900718597506,00:15:54.00
955,-38.560585,0.8342987,0.05850408867082132,-0.003202532346705527,-0.4428899,0.02216429836285572,00:15:55.00
956,-43.666935,0.6235603,-0.2897627024902569,-0.1177008749124517,-1.0784639,-0.23804545483300102,00:15:56.00
957,-39.761276,1.0847979,0.478163703920652,0.32866683307043193,1.4887892,0.3977312334092796,00:15:57.00
958,-36.704876,0.93992287,0.17203449409874727,0.21127342282611375,0.09010791,0.1927182011577855,00:15:58.00
959,-36.87908,0.8656664,0.023311509785009607,0.390268008104998,-1.6438286,0.19525649179114513,00:15:59.00
960,-44.621822,0.6573028,-0.45231714846303744,-0.29142984666870847,-1.385794,-0.3840848905705296,00:16:00.00
961,-45.832214,0.6235978,-0.47423567611879563,-0.39185008477016936,-0.36995408,-0.44888007776494865,00:16:01.00
962,-39.313305,0.9993133,0.3230782983921675,0.18099392007780685,1.0513755,0.25046385828572193,00:16:02.00
963,-42.787216,0.6652653,-0.14425387946358809,0.1688461737105196,-0.108949706,-0.03597345756537393,00:16:03.00
964,-33.589867,1.324056,0.8430384994264584,0.7383448412522255,1.5618345,0.8106769600902282,00:16:04.00
965,-31.896343,1.6953807,1.577473771366146,1.4199302693861502,0.63581526,1.507168256016253,00:16:05.00
966,-31.15937,2.0366752,2.3592603969773958,2.604666111511824,0.82865274,2.4456810396487447,00:16:06.00
967,-29.041595,1.8313606,2.0601176156971674,2.2369249057811373,0.9999317,2.1116016415203727,00:16:07.00
968,-32.04222,1.4368298,1.003626403253957,0.5977992466976488,-0.8304621,0.844109342113314,00:16:08.00
969,-31.3086,1.4178791,0.8728449261455795,0.3995996538308292,0.08819559,0.6962203072481296,00:16:09.00
970,-38.14422,0.76114404,-0.06070253748767762,0.09390194624978497,-2.5746126,0.00020267150011084087,00:16:10.00
971,-42.83822,0.71000767,-0.20977346261664342,-0.05643619445402244,-0.8090445,-0.155380873054511,00:16:11.00
972,-43.83849,0.67450696,-0.28020398633139865,-0.09881496242486745,0.60312206,-0.2155167842329304,00:16:12.00
973,-35.651207,1.0673734,0.5328476931095989,0.5618774920374078,-0.10635996,0.5340058461169012,00:16:13.00
974,-42.51322,0.6198462,-0.3285306553703108,-0.20435326018869995,-2.132953,-0.29384788991602345,00:16:14.00
975,-48.021046,0.4657741,-0.8122059614086857,-0.8779214868665149,-1.1239005,-0.8492246190147835,00:16:15.00
976,-47.255943,0.46805745,-0.814986736555086,-0.9236925893461065,-0.78952825,-0.869048602886711,00:16:16.00
977,-48.38879,0.4410543,-0.8615982163664104,-0.9128679984036305,-0.68865085,-0.89264301150259,00:16:17.00
978,-47.58925,0.45997992,-0.8118159055055777,-0.8614148639312881,0.5102737,-0.8417897549720549,00:16:18.00
979,-39.763294,0.9432856,0.27434230671435555,0.34823458815224495,0.62520605,0.2916056818492873,00:16:19.00
980,-40.21232,0.8620602,0.15601827464516982,0.3065295659520931,-0.4306728,0.20294811409621835,00:16:20.00
981,-39.660732,0.97024465,0.34163901783091005,0.5294587430192633,0.78074664,0.4077504927975541,00:16:21.00
982,-38.051834,0.9082575,0.2810609603493306,0.46637964389561704,-1.4320592,0.3449301566244854,00:16:22.00
983,-42.45659,0.71712935,-0.09528179488239256,0.14159548473660913,-0.8338534,-0.01622191670342177,00:16:23.00
984,-43.216236,0.7425422,-0.07746556729227211,0.1336626836121936,0.12865658,-0.00847471655109904,00:16:24.00
985,-34.305504,1.2583771,0.9652357140558172,1.3950706743414056,2.6330757,1.1387340033006155,00:16:25.00
986,-32.515358,1.4410506,1.059856887572658,0.5735378103301713,-1.5899138,0.8523396618214032,00:16:26.00
987,-43.33712,0.7031551,-0.10251026265784201,0.25044191986283926,-1.9994003,0.024165854442411164,00:16:27.00
988,-44.306858,0.6483377,-0.24306045317687608,-0.03589508977545139,-0.7268428,-0.18008820692288066,00:16:28.00
989,-44.82897,0.7823033,-0.023640586869791893,0.18782855311790858,-0.4811574,0.042830274039460436,00:16:29.00
990,-45.285896,0.6526659,-0.2371583222408257,0.03738603973518966,-0.48162106,-0.14535516160672704,00:16:30.00
991,-44.596478,0.6356634,-0.33909959122019023,-0.22287838926621617,-0.79721993,-0.30802156857703744,00:16:31.00
992,-47.48276,0.46262866,-0.7055743096477357,-0.659645158310311,-1.0305263,-0.7057239725594463,00:16:32.00
993,-47.615055,0.4507845,-0.8146765680898458,-0.8887052964519415,-0.8420895,-0.8580162483320845,00:16:33.00
994,-47.985767,0.45078897,-0.8298323052507782,-0.8862993453580329,-0.5412969,-0.8632850742396235,00:16:34.00
995,-47.493916,0.46236494,-0.8103441024848097,-0.8854481604364243,0.9221006,-0.851097249458497,00:16:35.00
996,-35.37212,1.6541088,1.2406668204216615,0.45783580398108115,1.6823963,0.9174814750802366,00:16:36.00
997,-37.581448,1.0888952,0.4106485985893762,0.05506224932876034,-0.6495921,0.2511700469814525,00:16:37.00
998,-39.93342,1.0597918,0.275136985811365,-0.12625290259174707,-1.3019102,0.10023901320713843,00:16:38.00
999,-42.821274,1.0081879,0.14105606829999734,-0.2684722832311247,0.6902232,-0.03767233126732761,00:16:39.00
1000,-36.40248,1.584347,1.0457764977438004,0.06401585659695777,0.076047376,0.6366071282758923,00:16:40.00
1001,-40.81609,0.76949435,0.05876681304776938,0.28764278044168495,0.6438339,0.12931962938386474,00:16:41.00
1002,-33.02593,1.3427876,1.0242253163814354,0.9987157700254642,0.5989964,1.0120739864184776,00:16:42.00
1003,-35.050297,1.451295,1.1307683787231966,0.8741184424178038,0.14639196,1.0140648029461543,00:16:43.00
1004,-31.739462,1.757963,1.6409466948382765,1.1394251758658531,0.16273627,1.4248531118871919,00:16:44.00
1005,-37.67402,1.4295268,1.0775096471716312,0.832898939590609,-1.0266595,0.9562298799429131,00:16:45.00
1006,-40.212196,0.8515098,0.10231842049368776,0.10836547430396834,-0.737074,0.08817647908939298,00:16:46.00
1007,-40.439816,0.9147917,0.14670283036177617,0.05804138713844113,0.88196343,0.09907959322837386,00:16:47.00
1008,-34.158146,1.7279544,1.487656003197683,0.8753857896791708,0.35872027,1.2260267798573528,00:16:48.00
1009,-39.109325,1.0953602,0.4220852630893847,0.1226056526760927,-1.4221487,0.288188288861557,00:16:49.00
1010,-42.402092,0.6167422,-0.46676738081464875,-0.4274175375737028,-0.6182111,-0.45063331018943975,00:16:50.00
1011,-41.814526,0.63618255,-0.3225913678034209,-0.16031591397776446,0.2737522,-0.26204432086232704,00:16:51.00
1012,-38.78786,1.2054048,0.5900310423367855,0.20834577623977468,0.42927408,0.4214026611534769,00:16:52.00
1013,-35.050224,1.6400346,1.1448699043770263,0.10178456830481719,0.22585987,0.7152998562333749,00:16:53.00
1014,-37.735485,1.1898141,0.8293086771615586,1.3276557423347268,0.2031805,1.0248343950084808,00:16:54.00
1015,-35.9349,1.3797357,1.1935408823019695,1.4369127942569817,3.3021944,1.2648860695970587,00:16:55.00
1016,-12.961179,1.1708457,0.8047573097984544,0.07279220377259853,3.5784097,0.5143191441935233,00:16:56.00
1017,-11.6682415,0.5672889,-0.17908025110213704,-0.4093686632097815,0.3341024,-0.24806422335262476,00:16:57.00
1018,-11.301601,0.5924057,-0.14566680720485264,-0.41212534063871337,-0.04559565,-0.22907343366905872,00:16:58.00
1019,-12.190697,0.5336473,-0.23463485718013466,-0.43112469661082714,-0.15816036,-0.2904647091282667,00:16:59.00
1020,-14.407633,0.5917567,-0.2000704378341107,-0.48230722728946246,-0.4182228,-0.2931628380932193,00:17:00.00
1021,-14.969683,0.6032166,-0.18630482666892978,-0.4787850148713529,-0.4378061,-0.2844111484402768,00:17:01.00
1022,-17.3724,0.60222566,-0.1845254759184444,-0.4461654443560879,-0.45126298,-0.2721415952748466,00:17:02.00
1023,-20.561687,0.569926,-0.26247710547350106,-0.47148852627158444,-0.85402673,-0.33177304756428433,00:17:03.00
1024,-21.802588,0.62409216,-0.09500917453525268,-0.2627966294458863,-0.30531585,-0.15305014817268134,00:17:04.00
1025,-23.393332,0.5392627,-0.2768561269020001,-0.39256954874813926,-0.30110994,-0.3149164803853093,00:17:05.00
1026,-21.996597,0.93526495,0.3006668136196063,-0.20298561737487913,0.36778012,0.10553955203700982,00:17:06.00
1027,-23.27577,0.87605524,0.3789183897364892,0.29592926429703836,-0.44023886,0.33974684496531543,00:17:07.00
1028,-24.113369,0.53976417,-0.3866510726254519,-0.6017508534449016,-0.44425693,-0.461227795572336,00:17:08.00
1029,-25.470633,0.53801614,-0.43295510087948674,-0.6693009476323843,-0.07072515,-0.5178765237601716,00:17:09.00
1030,-24.575665,0.53773916,-0.4208274372504651,-0.6622154613182412,-0.17164622,-0.5075267640503591,00:17:10.00
1031,-25.281275,0.8942464,0.17570883992503233,-0.30464379316460766,-0.097028226,-0.01507548763731408,00:17:11.00
1032,-24.135777,0.56244314,-0.33263185330329215,-0.5631985602278544,-0.020915765,-0.4162467324426263,00:17:12.00
1033,-24.86213,0.60170937,-0.2540929100268214,-0.5009203663820152,-0.3118698,-0.3469399305867865,00:17:13.00
1034,-25.793364,0.55651885,-0.3676017902380874,-0.5864344919610162,-0.1363083,-0.4476621508891331,00:17:14.00
1035,-26.08058,0.8996035,0.17869354185739697,-0.29473525419613783,-0.47896603,-0.010741924509566299,00:17:15.00
1036,-27.310308,0.66145074,-0.20202476107752984,-0.48438990563737205,-0.19893245,-0.3131317437238636,00:17:16.00
1037,-26.785936,1.2534293,0.6734395573409994,-0.1223219713699503,0.49020913,0.3517597629294554,00:17:17.00
1038,-27.134249,1.5025129,1.1110258793200223,0.19395501377872115,-0.0873681,0.7321663533814967,00:17:18.00
1039,-27.910902,0.60808796,-0.34649770990928724,-0.6382398366635803,-0.28511298,-0.45866342953744693,00:17:19.00
1040,-28.881887,0.60738796,-0.3705485968593163,-0.6472482168045169,0.14792198,-0.47463843153741997,00:17:20.00
1041,-24.465462,0.66497916,-0.24534964214526125,-0.582441358789542,0.92183954,-0.3687356975780052,00:17:21.00
1042,-22.308495,0.61862254,-0.2562436308273375,-0.4853095699635695,-0.022436533,-0.3323664864160817,00:17:22.00
1043,-22.663616,0.8703626,0.12459343652958413,-0.366152073883785,0.14963318,-0.06186535977274867,00:17:23.00
1044,-23.448475,0.96638614,0.26776292784773026,-0.3131371339860742,-0.04299752,0.037485517004721865,00:17:24.00
1045,-22.974977,0.61780304,-0.26449468770720114,-0.5169690018496133,0.31281722,-0.3526983581972798,00:17:25.00
1046,-19.918686,0.59975535,-0.2514508630812316,-0.4762490009117105,0.5536151,-0.3242311144730379,00:17:26.00
1047,-19.07245,0.6490376,-0.17797319903799966,-0.4552435285418808,0.18040241,-0.2710490989557027,00:17:27.00
1048,-18.019722,0.6164357,-0.177205937704232,-0.395461789413886,0.27140474,-0.24592416960489413,00:17:28.00
1049,-17.865467,0.6966628,-0.08865287334749375,-0.4187009847315276,-0.04966839,-0.20282293472272628,00:17:29.00
1050,-18.301332,0.6944919,-0.11217478199058473,-0.4543414474458079,0.3500645,-0.23242115584370746,00:17:30.00
1051,-16.017143,0.8297675,0.19086726025363326,-0.22013740983689295,0.3311709,0.03894214453294005,00:17:31.00
1052,-17.096752,0.70694405,-0.04264207654437131,-0.3380567878564165,0.050102256,-0.1437065199335045,00:17:32.00
1053,-15.756696,0.75347483,0.02152166918709239,-0.3747223463406213,0.31622136,-0.1205802339841472,00:17:33.00
1054,-15.458546,0.71962017,-0.01992805177914797,-0.35678884424137874,0.2153594,-0.13686156322090356,00:17:34.00
1055,-16.010305,0.6390633,-0.1420025870852463,-0.4080548004218856,0.024895417,-0.23081534278241708,00:17:35.00
1056,-16.526915,0.70528454,-0.0633444605659452,-0.4010779736036899,-0.27296904,-0.18209085811008882,00:17:36.00
1057,-17.368069,0.75271857,-0.0036986548799777,-0.353288734180278,-0.60620666,-0.12676888967791042,00:17:37.00
1058,-22.379068,0.58370763,-0.3149539483375965,-0.48850145621435104,-1.3874,-0.3698457851831653,00:17:38.00
1059,-24.114548,0.7483557,-0.13357177037621018,-0.5098585867780802,0.84700596,-0.269894683505759,00:17:39.00
1060,-21.187037,0.56161267,-0.3275631496262995,-0.49797467581606303,-0.3268204,-0.38150869158087863,00:17:40.00
1061,-22.013025,0.6660049,-0.18844786514230502,-0.47935426125516795,0.10215645,-0.29100997269778817,00:17:41.00
1062,-22.450743,1.5069028,1.2590513365314886,0.5676690123071036,0.12247832,0.9806032745556106,00:17:42.00
1063,-24.579287,1.5434097,1.3953405403412158,0.9684742645720901,-0.66222656,1.218644962426874,00:17:43.00
1064,-28.558758,1.2031037,0.8494941112668509,0.751984873867306,-0.6648724,0.8035718078757736,00:17:44.00
1065,-30.552229,0.90633357,0.2018018815286636,-0.1549272727160412,0.5181114,0.05509016334664669,00:17:45.00
1066,-27.35854,1.5487359,1.38836796654265,0.9945069235573663,0.21877961,1.2202211569076156,00:17:46.00
1067,-29.583246,1.3588846,0.9597361213581831,0.3221130104216275,-0.6141219,0.6895446439246729,00:17:47.00
1068,-32.6925,0.4833431,-0.4967274673598176,-0.5035880033686031,-0.8698837,-0.49565377136364064,00:17:48.00
1069,-34.299587,0.32473916,-0.7864640165227302,-0.6391271960600261,-0.44456673,-0.7195696257477424,00:17:49.00
1070,-32.879562,0.35414958,-0.7413647956135162,-0.6524794546968335,-0.27483255,-0.6962709011456123,00:17:50.00
1071,-33.131584,0.53500855,-0.3908675188280949,-0.3755482499314049,-0.21224372,-0.3833382905509113,00:17:51.00
1072,-33.09844,1.1076549,0.5151281148951193,0.13484884581338039,0.13989913,0.35547031594107187,00:17:52.00
1073,-27.697166,1.2640043,0.8140041461471584,0.3361319061590707,1.057806,0.6178468004740146,00:17:53.00
1074,-32.33124,0.7125115,-0.0805186536386886,-0.027151023416660782,-1.1766374,-0.05715660993688025,00:17:54.00
1075,-30.042278,1.0373484,0.38662419535259523,-0.06973440851012454,0.75691754,0.2020444154002793,00:17:55.00
1076,-29.669636,1.5792924,1.1820491258709445,0.3239315923044876,0.33712968,0.8292485026630302,00:17:56.00
1077,-30.286247,1.6346687,1.413512124725142,0.9600062964194858,0.17110112,1.2219151979836977,00:17:57.00
1078,-30.535208,1.4190546,0.9284085398466513,0.16352333805387992,-0.058674753,0.6121919474595816,00:17:58.00
1079,-30.642925,1.2636263,0.8474499328229548,0.5719580836465301,0.13508843,0.7312153783984868,00:17:59.00
1080,-30.629332,0.74579036,-0.0932093839901266,-0.26920986572750494,0.5909441,-0.15720314197853696,00:18:00.00
1081,-28.089367,1.3015516,0.8614873977816766,0.35226456937537337,0.13314156,0.6520140655209319,00:18:01.00
1082,-27.913063,0.5649981,-0.370970653961777,-0.45253539175202073,0.2675592,-0.39361435807868767,00:18:02.00
1083,-27.085718,1.121358,0.5939655441550208,0.22363661109817237,0.10786075,0.44367014146229383,00:18:03.00
1084,-24.890703,1.1751145,0.63657006180851,0.039291817033800754,1.0378242,0.39495095411108816,00:18:04.00
1085,-22.87687,1.3817734,0.9259455725584229,-0.012881880379539294,0.30019334,0.5462559577274659,00:18:05.00
1086,-24.309937,0.6123851,-0.29835026311519497,-0.5704696155578598,-0.22396243,-0.39620323747045866,00:18:06.00
1087,-24.167347,0.6408993,-0.27202169305310364,-0.5774811087252418,-0.094314754,-0.3822406242891726,00:18:07.00
1088,-24.309303,0.6285491,-0.29263731596402776,-0.6013717458803519,-0.098918036,-0.405472889841189,00:18:08.00
1089,-24.44205,0.65931886,-0.2564660065347743,-0.6080860402481072,-0.22228342,-0.38699435013823547,00:18:09.00
1090,-24.931816,0.62442875,-0.308375836068057,-0.6129653696996339,-0.23707375,-0.4200569955645856,00:18:10.00
1091,-25.288055,0.6472533,-0.2841357350875268,-0.5978164546308686,-0.07021234,-0.39820307611507133,00:18:11.00
1092,-25.082218,0.6366815,-0.28552446245418256,-0.581678660815406,-0.08399518,-0.3936037475328362,00:18:12.00
1093,-24.367897,0.6674511,-0.23656117350656067,-0.565700462831021,0.005223899,-0.3568327006912661,00:18:13.00
1094,-24.65321,0.6218847,-0.3061044254066903,-0.5999706331007196,-0.08378871,-0.4133993862047469,00:18:14.00
1095,-24.227922,0.5934619,-0.33944929383971123,-0.605977009152701,-0.20015799,-0.4347182346994081,00:18:15.00
